loan_id,customer_id,branch_id,loan_type,loan_start_date,loan_amount,interest_rate_pct,term_months,emi_amount,outstanding_balance,loan_status,default_status,days_past_due
L00552,C00867,B015,Business,2024-01-11,1739871.18,17.96,24,98534.7,0,Closed,No,19
L00553,C00176,B015,Education,2023-03-14,479012.05,11.45,84,10273.1,149397.11,Active,No,0
L00554,C00095,B024,Education,2022-11-19,1834810.71,14.78,48,60823.98,1029915.24,Active,No,0
L00555,C00459,B011,Business,2023-10-01,353361.85,16.93,48,12347.05,286328.08,Defaulted,Yes,66
L00556,C00186,B022,Home,2024-06-06,1368772.62,14.49,12,130592.31,919265.38,Defaulted,Yes,58
L00557,C00667,B019,Personal,2025-11-13,89149.52,14.11,84,2109.55,68188.93,Active,No,13
L00558,C00332,B012,Auto,2023-07-16,238778.61,17.16,60,7394.18,49641.22,Active,No,0
L00559,C00240,B022,Home,2022-11-08,2108528.78,13.21,48,67139.07,444397.83,Active,No,3
L00560,C00939,B020,Education,2022-03-16,100458.0,15.58,12,9675.78,75139.14,Active,No,1
L00561,C00858,B004,Business,2024-05-07,229304.41,18.0,36,9809.13,53456.15,Defaulted,Yes,63
L00562,C00887,B002,Education,2022-08-05,659775.49,15.69,60,19622.82,574809.42,Active,No,8
L00563,C00746,B012,Business,2024-10-03,177864.23,13.65,84,4140.64,167085.83,Active,No,7
L00564,C00721,B016,Auto,2022-12-30,232734.21,16.09,12,22515.1,74281.19,Defaulted,Yes,97
L00565,C00902,B024,Personal,2024-08-01,281585.42,12.23,12,26335.28,0,Closed,No,0
L00566,C00339,B022,Home,2022-02-19,1653569.68,15.45,36,67222.2,1119505.92,Defaulted,Yes,74
L00567,C00561,B009,Business,2023-06-02,113621.34,15.13,12,10901.02,76767.86,Active,No,3
L00568,C00041,B004,Auto,2026-04-07,1658375.61,14.49,60,47664.48,0,Closed,No,2
L00569,C00913,B006,Home,2025-11-24,205032.54,14.5,60,5894.69,0,Closed,No,5
L00570,C00853,B016,Business,2025-10-07,160462.92,15.12,60,4696.21,124986.29,Defaulted,Yes,53
L00571,C00303,B006,Home,2023-12-27,100360.44,16.6,84,2583.09,50420.07,Defaulted,Yes,80
L00572,C00552,B017,Business,2024-05-04,1602868.34,18.34,24,91283.35,1477665.78,Active,No,10
L00573,C00125,B012,Auto,2022-10-06,99089.06,14.33,84,2362.92,0,Closed,No,2
L00574,C00835,B022,Home,2023-05-21,346488.13,16.06,12,33511.18,0,Closed,No,5
L00575,C00811,B013,Business,2023-05-06,1350361.48,18.22,24,76768.05,1239937.36,Defaulted,Yes,67
L00576,C00064,B010,Education,2023-04-21,110347.31,15.49,84,2738.06,39229.85,Active,No,19
L00577,C00295,B002,Business,2026-02-19,430871.97,15.47,36,17523.32,142106.59,Defaulted,Yes,33
L00578,C00217,B012,Business,2023-08-12,1928709.52,17.89,12,189479.64,1569180.04,Active,No,18
L00579,C00885,B021,Auto,2022-04-28,100613.69,17.94,36,4299.0,0,Closed,No,15
L00580,C00646,B003,Business,2022-08-30,140074.79,13.23,36,5435.29,44701.08,Defaulted,Yes,92
L00581,C00318,B010,Auto,2023-06-03,168381.81,15.77,48,5720.77,0,Closed,No,7
L00582,C00683,B001,Personal,2023-05-30,161508.9,12.59,48,5059.27,115966.65,Defaulted,Yes,75
L00583,C00156,B010,Business,2023-07-22,1011149.32,15.39,84,25005.48,0,Closed,No,15
L00584,C00135,B021,Education,2024-02-14,297463.54,18.42,60,9523.79,149917.66,Active,No,7
L00585,C00380,B025,Auto,2024-08-20,951378.22,13.42,36,37066.75,147790.93,Defaulted,Yes,43
L00586,C00257,B005,Business,2023-03-08,1601257.69,14.73,60,46343.07,1316482.32,Active,No,4
L00587,C00840,B004,Auto,2022-01-10,2142704.59,13.96,36,84446.37,1647679.63,Active,No,3
L00588,C00199,B020,Education,2023-11-04,807285.82,13.51,84,18699.24,206599.71,Active,No,13
L00589,C00914,B001,Personal,2023-03-21,1024255.48,15.37,12,98473.63,538660.36,Active,No,2
L00590,C00346,B015,Personal,2025-02-07,1389059.35,15.23,84,34165.9,479619.56,Defaulted,Yes,79
L00591,C00548,B016,Business,2023-04-17,431346.41,18.96,60,14004.38,136889.63,Defaulted,Yes,109
L00592,C00945,B016,Education,2025-11-30,672098.81,12.4,84,14946.2,452168.4,Defaulted,Yes,74
L00593,C00926,B025,Auto,2023-04-30,261700.85,18.69,48,9528.09,58724.02,Active,No,8
L00594,C00928,B010,Education,2023-07-12,1701460.51,16.11,36,70104.9,1438657.39,Defaulted,Yes,87
L00595,C00671,B021,Business,2022-03-23,1222164.57,17.06,60,37744.52,705442.61,Active,No,19
L00596,C00742,B014,Education,2025-03-23,472918.8,12.7,36,18141.69,301570.45,Active,No,3
L00597,C00712,B019,Auto,2022-02-13,106532.94,13.29,36,4139.1,62124.45,Active,No,18
L00598,C00799,B013,Auto,2022-02-11,175350.78,19.16,84,4887.28,0,Closed,No,15
L00599,C00777,B001,Education,2022-03-06,728794.38,14.49,24,39166.62,578730.86,Active,No,16
L00600,C00524,B014,Education,2025-10-19,1965052.33,17.64,12,192640.63,0,Closed,No,18
L00601,C00379,B001,Education,2023-04-20,143232.33,15.52,24,7820.49,35087.88,Active,No,8
L00602,C00059,B025,Education,2026-01-02,2287209.23,14.09,60,64975.8,2064689.83,Active,No,12
L00603,C00862,B019,Business,2022-05-17,842765.07,12.51,60,22831.91,0,Closed,No,3
L00604,C00167,B001,Business,2025-08-06,227959.69,16.65,60,6962.27,0,Closed,No,5
L00605,C00378,B021,Education,2025-07-03,515490.41,15.0,12,49401.16,295820.65,Defaulted,Yes,42
L00606,C00016,B003,Home,2024-01-24,803216.17,16.61,36,33429.41,160136.68,Active,No,8
L00607,C00262,B011,Auto,2024-12-20,294687.98,16.75,12,28670.68,273103.34,Active,No,0
L00608,C00293,B010,Auto,2023-06-08,1692948.26,14.98,60,49349.44,620950.89,Active,No,9
L00609,C00070,B010,Education,2022-03-16,80191.12,13.21,36,3110.3,21587.27,Active,No,3
L00610,C00723,B006,Business,2024-06-29,109063.4,13.81,12,10343.75,0,Closed,No,13
L00611,C00660,B017,Auto,2024-10-27,2192467.43,13.98,60,62083.37,598751.99,Active,No,6
L00612,C00503,B008,Business,2025-03-25,451724.62,18.39,48,16333.61,379916.64,Defaulted,Yes,44
L00613,C00209,B011,Auto,2025-07-16,1613792.07,17.34,48,56939.96,1188091.84,Active,No,11
L00614,C00365,B015,Home,2025-12-09,2321068.78,14.53,60,66788.75,2037501.44,Active,No,1
L00615,C00149,B015,Auto,2022-10-20,656254.27,13.31,84,15091.5,0,Closed,No,1
L00616,C00429,B007,Auto,2025-02-17,1077280.78,13.64,12,102018.49,507444.17,Defaulted,Yes,111
L00617,C00536,B019,Auto,2022-02-11,148527.83,17.01,84,3873.57,132157.03,Defaulted,Yes,74
L00618,C00171,B018,Home,2022-09-05,1181636.44,11.95,36,44590.36,822019.43,Active,No,15
L00619,C00014,B006,Personal,2024-06-15,1411273.57,15.52,12,135858.6,861614.36,Active,No,14
L00620,C00510,B011,Education,2022-01-19,146344.71,13.46,36,5706.63,42843.63,Active,No,14
L00621,C00559,B014,Auto,2025-11-09,205557.59,14.07,12,19539.96,0,Closed,No,20
L00622,C00651,B002,Home,2024-03-25,149224.84,16.03,48,5102.25,123640.08,Active,No,14
L00623,C00844,B023,Education,2022-05-28,85753.46,15.77,24,4700.0,52279.0,Active,No,10
L00624,C00506,B023,Auto,2022-09-16,1847184.5,15.26,48,61973.04,844459.03,Active,No,14
L00625,C00785,B001,Education,2023-02-23,1726060.16,12.39,84,38369.91,1216809.86,Active,No,3
L00626,C00507,B025,Home,2025-09-20,813008.76,16.26,12,78767.0,276460.8,Active,No,0
L00627,C00831,B024,Personal,2026-04-28,1335861.05,18.87,24,76667.29,0,Closed,No,13
L00628,C00108,B020,Personal,2023-08-10,975621.03,12.49,36,37255.17,0,Closed,No,20
L00629,C00189,B005,Education,2022-08-22,182217.29,13.56,84,4228.31,59585.73,Active,No,7
L00630,C00383,B020,Education,2022-05-31,235603.81,16.83,48,8212.76,104267.51,Active,No,2
L00631,C00614,B025,Home,2024-07-16,357119.73,13.63,36,13976.28,161607.81,Active,No,14
L00632,C00967,B006,Auto,2024-02-28,2205766.4,13.99,60,62478.33,566234.53,Active,No,3
L00633,C00638,B012,Auto,2023-12-14,635742.76,16.6,84,16362.81,280576.22,Active,No,5
L00634,C00032,B004,Auto,2023-07-01,610835.37,15.72,48,20727.68,469092.34,Defaulted,Yes,73
L00635,C00656,B009,Education,2025-02-23,2071461.27,13.89,36,81517.76,719226.56,Active,No,13
L00636,C00387,B018,Auto,2025-09-24,81399.67,18.29,36,3501.77,17900.93,Defaulted,Yes,105
L00637,C00069,B021,Education,2023-02-16,1616872.32,17.79,60,50918.0,1003057.91,Active,No,6
L00638,C00340,B021,Auto,2023-07-02,170106.66,11.92,24,8777.5,97635.83,Active,No,0
L00639,C00079,B012,Personal,2022-11-23,157464.74,15.45,84,3901.94,76134.44,Active,No,2
L00640,C00602,B003,Education,2022-11-01,910892.66,13.98,36,35914.47,246792.44,Active,No,4
L00641,C00553,B004,Business,2022-03-22,227748.23,18.4,48,8236.89,214459.4,Defaulted,Yes,43
L00642,C00419,B018,Education,2026-01-15,505605.1,13.75,60,14220.14,301692.56,Defaulted,Yes,64
L00643,C00910,B015,Home,2023-05-30,110975.75,15.29,84,2735.16,65813.35,Active,No,20
L00644,C00790,B001,Education,2022-08-14,168569.84,17.98,60,5335.24,0,Closed,No,7
L00645,C00232,B019,Business,2023-10-25,109113.13,15.19,12,10473.95,0,Closed,No,19
L00646,C00781,B004,Business,2022-03-27,93188.02,15.04,60,2721.09,15176.89,Defaulted,Yes,57
L00647,C00648,B001,Personal,2025-02-06,542479.67,12.93,12,51051.86,228537.19,Active,No,7
L00648,C00253,B003,Business,2024-06-03,887158.85,17.1,84,23203.43,0,Closed,No,5
L00649,C00752,B008,Education,2024-04-21,166673.6,19.1,12,16542.35,27939.88,Active,No,4
L00650,C00572,B010,Education,2024-05-30,129645.8,17.57,36,5499.5,34401.43,Active,No,3
L00013,C00633,B019,Personal,2024-02-25,1549842.57,10.94,60,39960.11,0,Closed,No,7
