account_id,customer_id,account_type,branch_id,open_date,current_balance,currency,account_status,last_activity_date,account_tier,monthly_service_cost
A000569,C00399,Savings,B018,2024-01-28,444800.29,INR,Dormant,2024-09-30,Gold,21.0
A000570,C00400,Salary,B014,2025-04-22,285910.64,INR,Active,2026-03-16,Classic,176.97
A000571,C00401,Savings,B015,2023-10-17,24880.46,INR,Dormant,2024-03-23,Platinum,28.52
A000572,C00401,Savings,B015,2023-01-28,314183.34,INR,Dormant,2023-04-10,Classic,173.12
A000573,C00402,Current,B009,2026-05-01,388345.4,INR,Active,2026-05-12,Gold,131.86
A000574,C00403,Current,B010,2025-05-13,123563.94,INR,Active,2026-02-04,Platinum,75.14
A000575,C00404,Savings,B019,2025-11-18,48763.12,USD,Active,2026-01-16,Silver,176.38
A000576,C00405,Savings,B014,2025-01-14,659211.67,INR,Dormant,2025-04-08,Gold,27.26
A000577,C00406,Savings,B011,2025-11-06,47385.68,INR,Active,2026-05-31,Gold,54.13
A000578,C00407,Salary,B005,2023-01-14,1111281.45,INR,Dormant,2025-03-24,Silver,87.31
A000579,C00407,Savings,B005,2022-06-04,182150.62,INR,Dormant,2025-07-12,Silver,178.36
A000580,C00408,Salary,B025,2025-01-28,56452.71,INR,Active,2026-06-27,Platinum,167.38
A000581,C00408,Salary,B025,2026-01-27,70483.76,INR,Active,2026-04-13,Gold,28.49
A000582,C00408,Salary,B025,2022-02-07,74510.18,INR,Dormant,2024-02-14,Platinum,45.51
A000583,C00409,Current,B025,2020-12-26,236148.82,INR,Dormant,2022-11-08,Gold,136.9
A000584,C00410,Current,B006,2021-08-14,86808.15,INR,Dormant,2024-04-12,Classic,42.77
A000585,C00410,Salary,B006,2023-12-29,125458.13,INR,Active,2025-11-29,Platinum,134.73
A000586,C00411,Savings,B004,2022-01-02,643087.11,INR,Active,2025-12-16,Gold,145.59
A000587,C00412,Savings,B007,2021-09-21,40030.81,INR,Dormant,2024-01-11,Classic,71.12
A000588,C00412,Savings,B007,2021-09-21,130914.94,INR,Active,2026-07-17,Gold,25.12
A000589,C00413,Salary,B022,2025-11-02,395196.41,INR,Active,2025-12-23,Platinum,115.19
A000590,C00414,Savings,B003,2025-08-13,67115.44,INR,Active,2026-07-24,Classic,27.7
A000591,C00415,Savings,B016,2025-12-22,264544.61,INR,Active,2026-02-15,Gold,30.31
A000592,C00415,Savings,B016,2026-01-11,302303.65,INR,Active,2026-06-17,Silver,173.58
A000593,C00415,Savings,B016,2021-09-24,97269.67,INR,Active,2026-07-20,Classic,25.32
A000594,C00416,Savings,B006,2026-05-08,128152.31,INR,Active,2026-05-09,Classic,31.79
A000595,C00417,Savings,B018,2021-12-12,85456.34,INR,Dormant,2024-02-15,Silver,125.95
A000596,C00418,Savings,B022,2025-07-07,303064.28,INR,Active,2026-06-29,Classic,82.82
A000597,C00419,Current,B018,2024-07-07,22753.4,INR,Dormant,2025-06-14,Classic,98.92
A000598,C00420,Savings,B011,2020-06-16,43084.36,INR,Active,2026-07-09,Classic,120.44
A000599,C00420,Current,B011,2025-06-03,156896.03,INR,Active,2026-05-28,Gold,156.96
A000600,C00420,Savings,B011,2019-10-10,25367.33,USD,Dormant,2024-07-02,Platinum,101.67
A000601,C00421,Savings,B021,2026-05-13,59428.25,INR,Active,2026-05-24,Classic,65.05
A000602,C00422,Salary,B008,2024-11-13,383480.34,INR,Active,2025-10-21,Silver,34.04
A000603,C00422,Current,B008,2025-08-28,49821.92,INR,Active,2026-04-01,Silver,87.05
A000604,C00423,Savings,B013,2020-01-24,75946.57,INR,Active,2026-06-24,Gold,93.91
A000605,C00423,Savings,B013,2020-01-24,29143.04,INR,Active,2025-12-12,Classic,48.95
A000606,C00424,Salary,B025,2020-04-10,135554.13,INR,Active,2025-10-24,Classic,103.56
A000607,C00425,Current,B024,2024-10-26,67237.1,INR,Active,2026-05-28,Classic,136.85
A000608,C00425,Salary,B024,2025-05-19,144296.56,INR,Active,2026-06-06,Classic,140.07
A000609,C00426,Salary,B015,2024-05-14,946305.99,INR,Active,2025-11-12,Platinum,117.39
A000610,C00426,Savings,B015,2025-07-11,60346.52,INR,Active,2026-03-13,Silver,46.9
A000611,C00427,Savings,B025,2021-06-01,-125000.0,INR,Dormant,2024-06-30,Silver,41.64
A000612,C00427,Salary,B025,2021-06-01,228289.42,INR,Dormant,2024-09-15,Classic,30.57
A000613,C00428,Salary,B024,2025-06-22,284588.31,INR,Active,2026-04-26,Classic,40.41
A000614,C00428,Current,B024,2019-07-27,130702.47,INR,Dormant,2024-10-10,Platinum,99.68
A000615,C00428,Salary,B024,2020-06-04,17890.67,INR,Active,2025-12-13,Silver,100.53
A000616,C00429,Salary,B007,2025-12-28,211477.87,INR,Active,2026-03-02,Platinum,93.11
A000617,C00430,Salary,B023,2023-11-16,113411.12,INR,Active,2025-09-17,Classic,95.15
A000618,C00431,Current,B002,2025-12-26,211347.49,INR,Active,2026-05-24,Classic,62.19
A000619,C00432,Current,B020,2022-02-04,68321.57,INR,Dormant,2024-03-09,Silver,170.22
A000620,C00432,Savings,B020,2019-02-27,99285.98,INR,Dormant,2023-09-16,Platinum,93.68
A000621,C00433,Salary,B009,2024-02-20,87971.81,INR,Dormant,2024-10-16,Gold,112.99
A000622,C00433,Salary,B009,2024-02-20,71132.23,USD,Dormant,2024-12-23,Gold,116.75
A000623,C00434,Savings,B011,2023-09-04,57756.44,INR,Dormant,2025-05-15,Silver,81.65
A000624,C00435,Salary,B006,2024-04-21,12012.96,INR,Dormant,2025-02-17,Gold,170.53
A000625,C00436,Savings,B023,2020-09-11,443172.6,USD,Dormant,2024-04-13,Platinum,171.86
A000626,C00437,Current,B023,2026-02-13,121288.51,INR,Active,2026-08-21,Gold,165.19
A000627,C00438,Current,B016,2025-05-27,28617.88,INR,Active,2026-05-11,Silver,135.23
A000628,C00438,Salary,B016,2024-04-23,36425.84,INR,Dormant,2025-08-07,Silver,55.99
A000629,C00439,Savings,B024,2019-05-23,42456.12,INR,Active,2026-04-08,Classic,79.82
A000630,C00440,Savings,B010,2024-03-27,436574.37,INR,Active,2026-06-02,Gold,147.37
A000631,C00440,Savings,B010,2022-01-03,563092.96,INR,Active,2026-01-09,Gold,174.73
A000632,C00441,Savings,B007,2022-01-14,491296.06,INR,Dormant,2025-02-06,Classic,88.95
A000633,C00442,Savings,B011,2024-01-09,24018.76,INR,Dormant,2024-12-25,Gold,101.29
A000634,C00442,Salary,B011,2024-01-09,59475.62,INR,Active,2026-02-25,Platinum,49.08
A000635,C00443,Savings,B022,2024-06-23,38129.29,EUR,Dormant,2025-04-01,Gold,49.05
A000636,C00443,Savings,B022,2024-06-23,102836.42,INR,Dormant,2024-08-15,Platinum,150.65
A000637,C00444,Savings,B020,2024-05-27,14652.85,INR,Dormant,2024-12-31,Platinum,56.16
A000638,C00445,Current,B010,2023-01-26,122311.97,INR,Dormant,2024-01-31,Gold,167.16
A000639,C00445,Savings,B010,2023-01-26,93245.46,INR,Dormant,2024-03-22,Gold,70.93
A000640,C00445,Savings,B010,2026-05-18,139858.11,INR,Active,2026-06-22,Platinum,61.56
A000641,C00446,Current,B017,2024-08-02,227077.2,INR,Dormant,2024-09-20,Gold,160.05
A000642,C00446,Salary,B017,2023-05-31,70229.12,INR,Active,2026-07-15,Gold,85.08
A000643,C00447,Savings,B002,2026-02-15,110480.83,INR,Active,2026-03-02,Gold,150.45
A000644,C00448,Salary,B025,2023-11-03,44471.52,INR,Dormant,2024-01-26,Classic,25.82
A000645,C00448,Salary,B025,2024-06-04,33747.38,INR,Active,2026-05-03,Silver,39.19
A000646,C00449,Savings,B022,2025-06-07,743721.93,INR,Active,2026-05-27,Platinum,104.65
A000647,C00450,Savings,B009,2021-07-28,21563.3,INR,Dormant,2022-04-03,Silver,102.9
A000648,C00450,Savings,B009,2021-07-28,120825.54,INR,Active,2025-09-07,Silver,75.04
A000649,C00451,Salary,B016,2022-12-13,120293.38,INR,Active,2026-04-27,Silver,44.12
A000650,C00451,Current,B016,2023-12-19,27936.93,INR,Dormant,2024-08-20,Classic,65.97
A000651,C00452,Current,B023,2025-09-27,46235.14,INR,Active,2026-03-27,Gold,175.52
A000652,C00452,Savings,B023,2025-09-27,99995.82,INR,Active,2025-10-22,Platinum,117.14
A000653,C00453,Savings,B015,2025-11-01,172382.67,INR,Active,2026-01-21,Classic,98.62
A000654,C00453,Savings,B015,2025-11-01,112172.33,INR,Active,2026-05-01,Platinum,126.6
A000655,C00454,Savings,B023,2021-12-09,213057.57,INR,Dormant,2025-06-30,Gold,40.96
A000656,C00454,Savings,B023,2021-06-06,40835.57,INR,Active,2025-12-08,Classic,121.56
A000657,C00455,Savings,B010,2020-09-22,262205.03,INR,Dormant,2024-12-20,Silver,48.58
A000658,C00455,Salary,B010,2023-07-17,359320.95,EUR,Dormant,2024-02-28,Silver,79.45
A000659,C00456,Savings,B013,2026-02-15,70940.9,INR,Active,2026-08-18,Classic,105.05
A000660,C00457,Current,B014,2024-07-07,35279.98,INR,Dormant,2025-04-15,Gold,143.55
A000661,C00458,Savings,B020,2024-08-22,16363.24,INR,Dormant,2025-03-07,Gold,126.24
A000662,C00458,Savings,B020,2024-08-22,41282.7,INR,Active,2026-06-25,Classic,78.93
A000663,C00459,Current,B011,2022-04-02,253061.95,INR,Dormant,2024-03-20,Classic,111.13
A000664,C00460,Savings,B005,2025-05-30,112926.03,INR,Active,2026-03-29,Silver,29.63
A000665,C00460,Salary,B005,2025-05-30,74392.05,INR,Dormant,2025-06-08,Platinum,35.38
A000666,C00461,Savings,B010,2025-08-15,496572.36,INR,Active,2025-09-21,Platinum,164.95
A000667,C00461,Current,B010,2025-08-15,104757.63,INR,Active,2026-05-14,Platinum,54.5
A000668,C00462,Savings,B002,2024-06-04,71381.06,INR,Dormant,2025-04-08,Platinum,173.46
A000669,C00463,Salary,B011,2025-01-04,71060.16,INR,Active,2026-05-05,Silver,170.51
A000670,C00463,Current,B011,2025-01-04,59193.95,USD,Dormant,2025-07-30,Gold,49.07
A000671,C00464,Savings,B014,2022-01-15,212652.64,INR,Dormant,2022-03-04,Gold,110.09
A000672,C00465,Salary,B015,2024-05-19,19395.99,INR,Dormant,2024-05-26,Platinum,68.99
A000673,C00466,Salary,B020,2024-07-26,72231.22,INR,Active,2025-09-09,Classic,87.17
A000674,C00467,Salary,B019,2023-10-14,45590.31,INR,Active,2025-12-08,Silver,76.48
A000675,C00468,Savings,B022,2026-04-26,75919.08,INR,Active,2026-08-02,Gold,41.98
A000676,C00468,Current,B022,2026-04-26,16279.03,INR,Active,2026-07-17,Classic,48.68
A000677,C00469,Savings,B017,2023-02-03,41402.24,EUR,Dormant,2025-04-18,Gold,118.25
A000678,C00470,Current,B009,2025-04-11,53361.45,INR,Active,2026-06-15,Platinum,125.19
A000679,C00470,Savings,B009,2024-04-27,156070.66,INR,Active,2026-06-07,Classic,146.67
A000680,C00471,Savings,B017,2025-05-21,150739.41,INR,Active,2026-03-25,Gold,64.13
A000681,C00472,Savings,B024,2024-08-20,97455.63,INR,Active,2025-10-13,Silver,43.38
A000682,C00473,Savings,B005,2023-09-17,46278.7,EUR,Dormant,2024-05-11,Gold,35.96
A000683,C00474,Salary,B024,2025-05-27,123159.76,INR,Active,2026-01-10,Classic,96.63
A000684,C00475,Salary,B018,2026-06-09,24144.93,INR,Active,2026-07-03,Gold,95.62
A000685,C00476,Salary,B022,2023-12-12,28684.72,INR,Dormant,2024-02-08,Gold,81.04
A000686,C00477,Current,B013,2024-07-20,63825.75,INR,Dormant,2024-08-03,Platinum,73.33
A000687,C00478,Savings,B015,2025-09-08,23821.65,INR,Active,2026-03-27,Platinum,174.21
A000688,C00479,Savings,B021,2024-09-21,238501.32,INR,Active,2026-05-01,Gold,50.26
A000689,C00480,Savings,B021,2021-06-25,93137.2,INR,Dormant,2024-07-09,Silver,50.48
A000690,C00480,Savings,B021,2020-07-09,32389.01,INR,Dormant,2024-02-04,Platinum,53.27
A000691,C00481,Savings,B002,2024-01-21,87133.75,INR,Active,2026-01-21,Platinum,145.03
A000692,C00482,Savings,B025,2025-03-11,413181.08,INR,Active,2026-01-26,Classic,44.48
A000693,C00483,Savings,B005,2024-06-18,30816.22,EUR,Active,2025-09-09,Gold,53.25
A000694,C00483,Savings,B005,2023-08-01,187136.77,INR,Dormant,2024-08-21,Silver,150.41
A000695,C00484,Savings,B024,2023-05-20,420027.47,INR,Dormant,2024-12-12,Silver,51.84
A000696,C00485,Salary,B010,2025-12-29,50092.02,INR,Active,2026-07-20,Platinum,111.78
A000697,C00486,Savings,B013,2019-02-10,38380.51,INR,Dormant,2021-04-28,Classic,127.25
A000698,C00487,Savings,B007,2019-02-13,26185.55,INR,Dormant,2025-03-24,Gold,59.86
A000699,C00488,Savings,B001,2026-03-13,49603.06,INR,Active,2026-06-15,Silver,137.55
A000700,C00488,Savings,B001,2023-01-15,47568.82,INR,Active,2026-04-15,Silver,27.47
A000701,C00489,Savings,B005,2025-07-09,141630.28,INR,Active,2026-08-27,Silver,125.91
A000702,C00490,Savings,B010,2023-03-10,257352.64,INR,Dormant,2024-02-29,Platinum,136.74
A000703,C00491,Salary,B008,2024-11-26,53679.81,INR,Active,2026-04-17,Silver,168.11
A000704,C00491,Savings,B008,2024-11-26,266376.07,INR,Active,2026-06-03,Platinum,120.63
A000705,C00491,Savings,B008,2024-11-26,200645.63,INR,Dormant,2025-05-29,Gold,81.64
A000706,C00492,Savings,B025,2021-11-09,79501.64,INR,Active,2026-07-25,Classic,147.11
A000707,C00492,Savings,B025,2020-05-23,25474.49,INR,Dormant,2024-03-29,Silver,131.5
A000708,C00493,Savings,B008,2025-11-20,1222391.65,INR,Active,2025-12-15,Platinum,156.81
A000709,C00493,Salary,B008,2024-06-08,110278.34,INR,Dormant,2025-04-02,Gold,131.11
A000710,C00493,Savings,B008,2022-12-02,208257.04,INR,Active,2026-01-22,Silver,164.85
A000711,C00494,Current,B025,2025-10-11,95902.14,INR,Active,2026-01-31,Gold,43.94
A000712,C00494,Savings,B025,2025-10-11,225542.1,INR,Active,2026-04-21,Platinum,156.0
A000713,C00494,Savings,B025,2025-10-11,513126.73,INR,Active,2025-10-11,Gold,67.11
A000714,C00495,Salary,B023,2020-01-08,90691.17,INR,Dormant,2024-11-08,Gold,21.88
A000715,C00496,Salary,B020,2019-02-12,325342.9,INR,Active,2026-05-30,Classic,117.93
A000716,C00497,Savings,B002,2025-07-07,21030.44,INR,Active,2026-03-18,Platinum,121.55
A000717,C00497,Savings,B002,2025-09-14,69502.82,INR,Active,2026-02-23,Platinum,95.87
A000718,C00498,Savings,B003,2023-01-09,24928.66,INR,Dormant,2025-08-03,Classic,42.68
A000719,C00498,Current,B003,2019-04-24,134445.05,INR,Active,2025-10-31,Classic,31.41
A000720,C00499,Salary,B004,2023-08-09,23419.91,INR,Dormant,2025-04-05,Platinum,57.21
A000721,C00499,Savings,B004,2020-09-23,641456.79,INR,Active,2025-10-23,Silver,26.84
A000722,C00499,Savings,B004,2022-10-05,91136.69,INR,Active,2025-11-10,Classic,51.13
A000723,C00500,Savings,B015,2025-01-13,185034.95,INR,Dormant,2025-05-29,Classic,151.03
A000724,C00500,Savings,B015,2024-11-01,203872.03,INR,Dormant,2025-02-05,Classic,133.8
A000725,C00501,Salary,B002,2025-02-03,31445.5,INR,Active,2026-04-06,Classic,82.31
A000726,C00502,Current,B020,2025-02-26,351537.11,INR,Dormant,2025-04-10,Platinum,59.13
A000727,C00502,Savings,B020,2025-02-26,567513.94,INR,Active,2026-03-30,Platinum,135.88
A000728,C00502,Savings,B020,2026-05-21,39151.41,INR,Active,2026-06-13,Silver,48.65
A000729,C00503,Savings,B008,2026-04-04,32775.85,INR,Active,2026-04-15,Classic,65.02
A000730,C00504,Savings,B014,2025-05-16,261606.16,INR,Active,2026-06-15,Platinum,114.1
A000731,C00505,Current,B005,2025-06-14,97015.86,INR,Active,2026-06-02,Silver,37.74
A000732,C00506,Savings,B023,2023-11-05,420414.06,INR,Dormant,2025-03-08,Classic,20.86
A000733,C00507,Current,B025,2025-01-17,20875.21,INR,Active,2025-12-27,Classic,72.26
A000734,C00507,Savings,B025,2022-10-11,17740.38,INR,Active,2026-06-26,Silver,167.98
A000735,C00507,Salary,B025,2025-11-27,159643.86,INR,Active,2026-02-22,Classic,92.18
A000736,C00508,Savings,B002,2024-02-17,48161.09,INR,Active,2026-04-01,Silver,161.12
A000737,C00509,Salary,B005,2021-04-14,45400.99,INR,Dormant,2024-08-07,Classic,161.32
A000738,C00510,Salary,B011,2023-07-07,25650.49,INR,Dormant,2024-06-30,Classic,20.13
A000739,C00510,Savings,B011,2020-09-27,131844.34,INR,Active,2025-11-10,Silver,75.89
A000740,C00510,Savings,B011,2025-09-23,91355.2,INR,Active,2025-10-25,Classic,84.97
A000741,C00511,Savings,B016,2020-01-25,120839.62,INR,Dormant,2024-04-20,Classic,121.57
A000742,C00511,Salary,B016,2024-11-10,173571.12,INR,Dormant,2025-02-20,Silver,94.73
A000743,C00512,Savings,B010,2024-03-01,45587.15,INR,Dormant,2025-07-29,Silver,106.56
A000744,C00513,Current,B014,2021-04-15,31783.86,INR,Active,2026-01-22,Platinum,105.42
A000745,C00514,Current,B014,2022-12-20,27613.57,INR,Dormant,2025-08-11,Silver,74.95
A000746,C00514,Savings,B014,2022-01-22,229201.77,INR,Active,2025-11-18,Silver,112.69
A000747,C00515,Savings,B006,2026-01-13,17131.05,INR,Active,2026-05-14,Gold,30.07
A000748,C00516,Current,B023,2024-06-07,106522.33,INR,Dormant,2024-06-29,Platinum,60.79
A000749,C00517,Current,B006,2025-05-27,19268.7,INR,Active,2025-10-19,Gold,38.01
A000750,C00518,Savings,B013,2024-02-21,54368.44,INR,Dormant,2025-08-05,Classic,179.56
A000751,C00519,Current,B025,2021-04-02,151186.91,INR,Dormant,2024-09-28,Classic,72.27
A000752,C00520,Salary,B001,2021-06-15,57962.36,INR,Dormant,2024-06-16,Classic,154.38
A000753,C00521,Savings,B007,2021-10-31,387152.49,INR,Dormant,2025-01-02,Classic,72.78
A000754,C00522,Salary,B012,2025-06-24,184493.54,INR,Active,2025-10-23,Classic,108.53
A000755,C00523,Salary,B014,2026-03-01,318203.45,INR,Active,2026-04-08,Classic,27.56
A000756,C00524,Current,B014,2023-05-18,178494.2,INR,Active,2026-02-17,Gold,81.98
A000757,C00525,Savings,B019,2025-05-04,223203.46,INR,Dormant,2025-08-10,Classic,100.42
A000758,C00526,Current,B022,2025-05-02,78329.42,INR,Active,2026-04-01,Classic,25.0
A000759,C00527,Savings,B014,2024-05-05,17826.14,INR,Active,2026-04-09,Platinum,63.88
A000760,C00527,Savings,B014,2024-05-05,11076.93,INR,Active,2025-11-28,Classic,80.45
A000761,C00528,Savings,B012,2022-08-18,314177.05,INR,Active,2026-07-21,Platinum,142.9
A000762,C00528,Savings,B012,2021-01-10,58840.12,INR,Dormant,2024-05-07,Gold,90.33
A000763,C00529,Savings,B006,2025-01-16,15673.38,INR,Active,2026-02-18,Silver,116.13
A000764,C00530,Savings,B012,2024-07-03,263202.46,INR,Active,2026-01-01,Silver,36.26
A000765,C00531,Salary,B007,2025-09-06,38830.05,INR,Active,2025-10-04,Classic,168.69
A000766,C00531,Salary,B007,2021-08-28,83653.49,INR,Active,2026-08-03,Silver,118.8
A000767,C00532,Current,B015,2022-08-08,16298.28,INR,Dormant,2025-07-21,Gold,42.39
A000768,C00533,Savings,B007,2020-04-18,66412.3,INR,Dormant,2025-05-29,Gold,166.6
A000769,C00533,Savings,B007,2026-02-21,47337.24,INR,Active,2026-03-05,Platinum,69.16
A000770,C00534,Salary,B004,2026-02-28,63832.29,INR,Active,2026-04-23,Gold,37.94
A000771,C00535,Savings,B005,2022-12-30,288773.35,INR,Dormant,2025-08-17,Gold,155.58
A000772,C00535,Current,B005,2019-05-31,86600.59,INR,Dormant,2024-12-07,Silver,87.41
A000773,C00536,Savings,B019,2021-04-03,93095.51,INR,Dormant,2024-09-02,Classic,102.08
A000774,C00536,Savings,B019,2020-12-18,79599.35,INR,Active,2026-04-11,Platinum,49.43
A000775,C00537,Savings,B023,2023-08-28,33473.14,INR,Dormant,2025-03-31,Gold,136.63
A000776,C00537,Savings,B023,2024-09-27,96222.39,INR,Dormant,2024-11-17,Platinum,50.08
A000777,C00538,Savings,B025,2019-12-25,110608.62,INR,Active,2026-01-22,Gold,55.92
A000778,C00539,Savings,B011,2025-10-12,43570.44,INR,Active,2026-08-02,Gold,175.47
A000779,C00539,Savings,B011,2025-11-01,157142.3,INR,Active,2026-08-28,Classic,27.72
A000780,C00540,Savings,B007,2022-10-19,130467.79,INR,Dormant,2025-05-03,Platinum,126.17
A000781,C00541,Savings,B004,2026-04-18,41538.54,INR,Active,2026-07-02,Gold,119.08
A000782,C00542,Salary,B004,2025-11-24,109457.75,INR,Active,2026-07-16,Gold,151.82
A000783,C00542,Salary,B004,2022-09-07,49471.99,INR,Active,2025-10-12,Classic,154.81
A000784,C00542,Savings,B004,2022-07-14,145093.56,INR,Dormant,2024-03-14,Classic,151.2
A000785,C00543,Savings,B020,2026-03-03,304108.62,INR,Active,2026-08-05,Classic,168.2
A000786,C00544,Savings,B001,2021-12-11,33291.53,INR,Active,2026-08-05,Platinum,99.41
A000787,C00544,Salary,B001,2024-11-12,37100.27,INR,Active,2025-12-17,Classic,53.59
A000788,C00545,Current,B020,2025-01-05,119830.53,EUR,Dormant,2025-05-01,Classic,64.02
A000789,C00546,Savings,B011,2024-01-31,636310.79,INR,Active,2026-02-24,Silver,153.34
A000790,C00546,Savings,B011,2025-06-21,65481.65,INR,Dormant,2025-07-15,Platinum,113.63
A000791,C00547,Salary,B002,2020-01-02,44494.98,INR,Active,2025-10-05,Platinum,173.79
A000792,C00548,Salary,B016,2025-07-27,29501.1,INR,Active,2025-11-03,Classic,39.5
A000793,C00549,Current,B012,2025-08-02,457485.78,INR,Active,2025-12-07,Platinum,69.18
A000794,C00550,Savings,B025,2020-05-11,115593.99,INR,Dormant,2024-09-06,Classic,26.83
A000795,C00550,Savings,B025,2020-07-09,76032.93,INR,Dormant,2024-11-02,Platinum,52.9
A000796,C00551,Savings,B010,2025-04-08,33563.94,INR,Dormant,2025-05-18,Silver,53.44
A000797,C00551,Savings,B010,2025-12-09,217330.88,INR,Active,2026-01-08,Platinum,34.46
A000798,C00552,Savings,B017,2024-05-15,35538.7,INR,Dormant,2024-08-11,Gold,146.38
A000799,C00552,Savings,B017,2024-05-15,464334.77,INR,Dormant,2025-03-08,Platinum,97.79
A000800,C00553,Salary,B004,2025-02-09,131519.42,INR,Active,2026-04-16,Silver,67.2
A000801,C00554,Savings,B021,2023-07-29,170821.03,USD,Dormant,2024-09-23,Gold,121.54
A000802,C00555,Savings,B003,2026-05-01,11487.42,INR,Active,2026-08-26,Gold,174.13
A000803,C00556,Current,B021,2025-02-17,29559.51,INR,Dormant,2025-02-18,Classic,62.13
A000804,C00557,Savings,B006,2024-02-21,43132.64,INR,Dormant,2025-08-15,Classic,112.06
A000805,C00558,Savings,B019,2024-07-21,445086.32,INR,Active,2025-09-05,Classic,111.15
A000806,C00559,Savings,B014,2022-11-19,76356.65,INR,Active,2026-08-19,Gold,37.9
A000807,C00560,Salary,B004,2022-09-08,50758.0,INR,Dormant,2025-07-04,Gold,162.12
A000808,C00560,Savings,B004,2023-10-07,95535.58,INR,Active,2026-04-05,Platinum,154.26
A000809,C00561,Salary,B009,2019-10-15,30996.34,INR,Dormant,2024-07-26,Classic,101.16
A000810,C00561,Savings,B009,2024-04-08,51806.44,INR,Dormant,2025-07-05,Silver,84.75
A000811,C00562,Savings,B003,2021-10-25,49973.26,INR,Dormant,2024-04-06,Platinum,175.09
A000812,C00562,Savings,B003,2021-05-05,52339.25,INR,Dormant,2025-02-09,Gold,30.85
A000813,C00563,Salary,B009,2023-11-22,77016.87,inr,Active,2026-07-04,Gold,30.61
A000814,C00563,Savings,B009,2024-07-19,125420.38,INR,Active,2026-06-25,Gold,79.4
A000815,C00564,Salary,B008,2026-05-06,19722.24,INR,Active,2026-05-15,Classic,172.76
A000816,C00564,Salary,B008,2026-05-06,95573.37,INR,Active,2026-08-10,Gold,158.49
A000817,C00565,Savings,B011,2020-12-27,547551.88,INR,Dormant,2023-10-08,Silver,87.07
A000818,C00566,Salary,B020,2025-03-28,59633.66,INR,Dormant,2025-05-03,Silver,28.04
A000819,C00567,Savings,B018,2024-01-12,21776.55,INR,Active,2025-12-23,Platinum,135.43
A000820,C00568,Savings,B015,2023-08-04,17668.72,INR,Dormant,2025-07-10,Classic,29.59
A000821,C00569,Savings,B023,2025-04-25,34416.33,INR,Dormant,2025-05-24,Classic,124.7
A000822,C00570,Savings,B015,2021-08-31,132438.35,INR,Dormant,2025-07-07,Classic,124.81
A000823,C00571,Savings,B004,2019-04-13,529309.26,INR,Active,2026-04-03,Platinum,37.75
A000824,C00572,Salary,B010,2021-09-03,76007.11,INR,Dormant,2025-04-30,Silver,152.01
A000825,C00573,Savings,B007,2023-03-10,26674.17,INR,Dormant,2024-07-07,Silver,54.35
A000826,C00573,Current,B007,2023-03-10,179801.4,INR,Dormant,2024-05-25,Silver,80.13
A000827,C00574,Current,B014,2023-11-24,56548.99,INR,Active,2025-10-18,Platinum,32.62
A000828,C00575,Salary,B014,2025-04-01,128908.87,INR,Dormant,2025-04-25,Gold,113.5
A000829,C00576,Savings,B012,2020-10-14,129645.77,INR,Dormant,2024-04-18,Classic,47.32
A000830,C00577,Salary,B014,2025-12-11,33021.89,INR,Active,2026-07-10,Platinum,40.3
A000831,C00578,Salary,B022,2024-10-19,55004.81,INR,Active,2026-03-15,Silver,90.13
A000832,C00579,Salary,B002,2025-05-01,81506.15,INR,Dormant,2025-06-26,Classic,89.95
A000833,C00579,Savings,B002,2024-04-10,23034.3,INR,Active,2025-11-15,Silver,153.38
A000834,C00580,Salary,B004,2022-02-15,69869.5,USD,Dormant,2025-07-07,Silver,38.76
A000835,C00580,Savings,B004,2024-12-01,74077.25,INR,Active,2026-01-25,Silver,30.55
A000836,C00581,Current,B017,2024-07-06,44814.52,INR,Active,2026-06-08,Classic,107.77
A000837,C00582,Salary,B014,2023-07-10,90683.61,INR,Dormant,2025-04-09,Classic,39.41
A000838,C00583,Salary,B010,2020-04-14,225709.35,INR,Dormant,2025-08-16,Silver,151.26
A000839,C00584,Savings,B003,2024-02-14,108606.93,INR,Active,2026-03-14,Classic,82.11
A000840,C00585,Current,B011,2022-05-14,341334.78,INR,Dormant,2025-07-10,Gold,82.16
A000841,C00586,Savings,B015,2025-09-10,92243.59,INR,Active,2026-07-08,Classic,162.45
A000842,C00587,Savings,B009,2023-12-31,88811.43,INR,Dormant,2024-03-25,Gold,131.09
A000843,C00587,Savings,B009,2022-06-22,157274.22,INR,Active,2026-02-16,Gold,148.79
A000844,C00588,Savings,B024,2022-11-06,44484.9,INR,Dormant,2024-11-27,Platinum,170.95
A000845,C00588,Current,B024,2022-11-06,1098973.47,INR,Dormant,2024-10-17,Silver,134.58
A000846,C00589,Savings,B016,2022-05-09,124527.58,INR,Active,2026-06-21,Silver,102.13
A000847,C00590,Salary,B022,2023-03-14,70055.43,INR,Dormant,2024-06-01,Classic,99.5
A000848,C00591,Salary,B005,2024-03-30,70961.18,INR,Dormant,2024-11-17,Gold,179.32
A000849,C00591,Savings,B005,2022-04-21,476339.67,INR,Dormant,2024-03-30,Classic,129.86
A000850,C00592,Current,B014,2026-01-30,1186396.51,INR,Active,2026-04-23,Classic,29.73
A000851,C00592,Current,B014,2023-09-23,71993.4,INR,Dormant,2024-02-26,Silver,103.58
A000852,C00592,Savings,B014,2023-09-23,141729.58,EUR,Dormant,2024-04-01,Silver,110.85
