payment_id,loan_id,customer_id,due_date,payment_date,payment_amount,days_late,payment_status
LP0005761,L00305,C00485,2023-10-28,2023-11-03,4017.31,6,Late
LP0005762,L00305,C00485,2023-11-28,2023-12-06,4128.21,8,Late
LP0005763,L00305,C00485,2023-12-28,2024-01-03,4035.45,6,Late
LP0005764,L00305,C00485,2024-01-28,2024-01-31,3935.47,3,Paid
LP0005765,L00305,C00485,2024-02-28,2024-03-07,4113.62,8,Late
LP0005766,L00305,C00485,2024-03-28,2024-04-01,3908.01,4,Paid
LP0005767,L00305,C00485,2024-04-28,2024-04-29,4008.38,1,Paid
LP0005768,L00305,C00485,2024-05-28,2024-05-31,4111.73,3,Paid
LP0005769,L00305,C00485,2024-06-28,2024-07-01,4127.4,3,Paid
LP0005770,L00305,C00485,2024-07-28,2024-08-04,3905.15,7,Late
LP0005771,L00305,C00485,2024-08-28,2024-09-04,3922.85,7,Late
LP0005772,L00305,C00485,2024-09-28,2024-10-02,3997.79,4,Paid
LP0005773,L00305,C00485,2024-10-28,2024-11-04,4040.94,7,Late
LP0005774,L00305,C00485,2024-11-28,2024-12-06,4010.6,8,Late
LP0005775,L00305,C00485,2024-12-28,2024-12-31,4013.14,3,Paid
LP0005776,L00305,C00485,2025-01-28,2025-02-07,3923.87,10,Late
LP0005777,L00305,C00485,2025-02-28,2025-03-06,4091.79,6,Late
LP0005778,L00305,C00485,2025-03-28,2025-03-30,4006.3,2,Paid
LP0005779,L00305,C00485,2025-04-28,2025-05-07,3939.26,9,Late
LP0005780,L00306,C00541,2022-07-28,2022-08-01,12374.71,4,Paid
LP0005781,L00306,C00541,2022-08-28,2022-08-28,12128.83,0,Paid
LP0005782,L00306,C00541,2022-09-28,2022-09-28,12789.45,0,Paid
LP0005783,L00306,C00541,2022-10-28,2022-11-07,12520.6,10,Late
LP0005784,L00306,C00541,2022-11-28,2022-12-08,12674.08,10,Late
LP0005785,L00306,C00541,2022-12-28,2023-01-04,12283.86,7,Late
LP0005786,L00306,C00541,2023-01-28,2023-01-28,12509.52,0,Paid
LP0005787,L00306,C00541,2023-02-28,2023-03-07,12106.97,7,Late
LP0005788,L00306,C00541,2023-03-28,2023-04-05,12226.66,8,Late
LP0005789,L00306,C00541,2023-04-28,2023-05-03,12535.88,5,Paid
LP0005790,L00306,C00541,2023-05-28,2023-06-03,12350.45,6,Late
LP0005791,L00306,C00541,2023-06-28,2023-06-29,12472.03,1,Paid
LP0005792,L00306,C00541,2023-07-28,2023-08-03,12135.86,6,Late
LP0005793,L00306,C00541,2023-08-28,2023-09-05,12745.37,8,Late
LP0005794,L00306,C00541,2023-09-28,2023-10-01,12671.0,3,Paid
LP0005795,L00306,C00541,2023-10-28,2023-10-28,12070.72,0,Paid
LP0005796,L00306,C00541,2023-11-28,2023-11-28,12684.87,0,Paid
LP0005797,L00306,C00541,2023-12-28,2023-12-29,12070.49,1,Paid
LP0005798,L00306,C00541,2024-01-28,2024-01-30,12625.87,2,Paid
LP0005799,L00306,C00541,2024-02-28,2024-03-01,12606.91,2,Paid
LP0005800,L00306,C00541,2024-03-28,2024-03-30,12590.0,2,Paid
LP0005801,L00306,C00541,2024-04-28,2024-05-06,12684.43,8,Late
LP0005802,L00306,C00541,2024-05-28,2024-06-06,12097.11,9,Late
LP0005803,L00306,C00541,2024-06-28,2024-06-29,12696.45,1,Paid
LP0005804,L00307,C00605,2025-05-28,2025-05-28,44379.82,0,Paid
LP0005805,L00307,C00605,2025-06-28,2025-06-29,46122.14,1,Paid
LP0005806,L00307,C00605,2025-07-28,2025-08-05,46523.46,8,Late
LP0005807,L00307,C00605,2025-08-28,2025-09-03,45590.63,6,Late
LP0005808,L00307,C00605,2025-09-28,2025-10-02,46026.54,4,Paid
LP0005809,L00307,C00605,2025-10-28,2025-10-29,44061.85,1,Paid
LP0005810,L00307,C00605,2025-11-28,2025-12-04,46543.15,6,Late
LP0005811,L00307,C00605,2025-12-28,2026-01-03,45726.05,6,Late
LP0005812,L00307,C00605,2026-01-28,2026-02-04,46344.79,7,Late
LP0005813,L00307,C00605,2026-02-28,2026-04-23,25199.91,54,Partial
LP0005814,L00307,C00605,2026-03-28,,0,84,Missed
LP0005815,L00307,C00605,2026-04-28,2026-05-22,35388.99,24,Partial
LP0005816,L00307,C00605,2026-05-28,,0,78,Missed
LP0005817,L00307,C00605,2026-06-28,2026-08-19,43414.33,52,Partial
LP0005818,L00307,C00605,2026-07-28,2026-09-08,31472.45,42,Partial
LP0005819,L00307,C00605,2026-08-28,,0,38,Missed
LP0005820,L00308,C00216,2023-07-28,2023-08-04,9218.21,7,Late
LP0005821,L00308,C00216,2023-08-28,2023-08-30,9669.82,2,Paid
LP0005822,L00308,C00216,2023-09-28,2023-10-02,9693.2,4,Paid
LP0005823,L00308,C00216,2023-10-28,2023-11-06,9429.34,9,Late
LP0005824,L00308,C00216,2023-11-28,2023-12-03,9227.48,5,Paid
LP0005825,L00308,C00216,2023-12-28,2023-12-30,9609.09,2,Paid
LP0005826,L00308,C00216,2024-01-28,2024-01-30,9720.11,2,Paid
LP0005827,L00308,C00216,2024-02-28,2024-02-29,9687.9,1,Paid
LP0005828,L00308,C00216,2024-03-28,2024-04-07,9756.19,10,Late
LP0005829,L00308,C00216,2024-04-28,2024-04-30,9728.59,2,Paid
LP0005830,L00308,C00216,2024-05-28,2024-06-01,9569.45,4,Paid
LP0005831,L00308,C00216,2024-06-28,2024-06-28,9395.65,0,Paid
LP0005832,L00308,C00216,2024-07-28,2024-08-04,9746.58,7,Late
LP0005833,L00308,C00216,2024-08-28,2024-09-06,9683.7,9,Late
LP0005834,L00308,C00216,2024-09-28,2024-10-03,9208.08,5,Paid
LP0005835,L00308,C00216,2024-10-28,2024-10-30,9374.62,2,Paid
LP0005836,L00308,C00216,2024-11-28,2024-12-02,9577.62,4,Paid
LP0005837,L00308,C00216,2024-12-28,2024-12-30,9445.54,2,Paid
LP0005838,L00308,C00216,2025-01-28,2025-01-31,9756.45,3,Paid
LP0005839,L00308,C00216,2025-02-28,2025-03-02,9336.32,2,Paid
LP0005840,L00308,C00216,2025-03-28,2025-04-07,9470.61,10,Late
LP0005841,L00308,C00216,2025-04-28,2025-05-03,9370.68,5,Paid
LP0005842,L00308,C00216,2025-05-28,2025-06-04,9490.42,7,Late
LP0005843,L00308,C00216,2025-06-28,2025-06-29,9687.54,1,Paid
LP0005844,L00309,C00350,2025-11-28,2025-12-01,56290.15,3,Paid
LP0005845,L00309,C00350,2025-12-28,2025-12-30,55817.62,2,Paid
LP0005846,L00309,C00350,2026-01-28,2026-01-29,58140.83,1,Paid
LP0005847,L00309,C00350,2026-02-28,2026-03-09,58526.36,9,Late
LP0005848,L00309,C00350,2026-03-28,2026-03-30,55809.74,2,Paid
LP0005849,L00309,C00350,2026-04-28,2026-04-29,58444.15,1,Paid
LP0005850,L00309,C00350,2026-05-28,2026-06-03,57311.01,6,Late
LP0005851,L00309,C00350,2026-06-28,2026-07-05,56726.26,7,Late
LP0005852,L00309,C00350,2026-07-28,2026-08-05,58810.69,8,Late
LP0005853,L00309,C00350,2026-08-28,2026-08-30,57520.26,2,Paid
LP0005854,L00310,C00024,2022-11-28,2022-12-05,54832.99,7,Late
LP0005855,L00310,C00024,2022-12-28,2023-01-04,56004.92,7,Late
LP0005856,L00310,C00024,2023-01-28,2023-02-06,53216.79,9,Late
LP0005857,L00310,C00024,2023-02-28,2023-03-04,55021.54,4,Paid
LP0005858,L00310,C00024,2023-03-28,2023-03-31,53116.8,3,Paid
LP0005859,L00310,C00024,2023-04-28,2023-05-07,56013.06,9,Late
LP0005860,L00310,C00024,2023-05-28,2023-06-03,54297.71,6,Late
LP0005861,L00310,C00024,2023-06-28,2023-07-05,55498.68,7,Late
LP0005862,L00310,C00024,2023-07-28,2023-08-03,53586.86,6,Late
LP0005863,L00310,C00024,2023-08-28,2023-09-03,53117.97,6,Late
LP0005864,L00310,C00024,2023-09-28,2023-09-30,56120.68,2,Paid
LP0005865,L00310,C00024,2023-10-28,2023-11-06,55798.26,9,Late
LP0005866,L00310,C00024,2023-11-28,2023-12-08,54036.94,10,Late
LP0005867,L00310,C00024,2023-12-28,2024-01-06,54975.89,9,Late
LP0005868,L00310,C00024,2024-01-28,2024-02-07,53150.49,10,Late
LP0005869,L00310,C00024,2024-02-28,2024-03-06,53417.57,7,Late
LP0005870,L00310,C00024,2024-03-28,2024-04-03,53990.77,6,Late
LP0005871,L00310,C00024,2024-04-28,2024-05-07,54088.62,9,Late
LP0005872,L00310,C00024,2024-05-28,2024-06-01,56252.2,4,Paid
LP0005873,L00310,C00024,2024-06-28,2024-07-03,55106.18,5,Paid
LP0005874,L00310,C00024,2024-07-28,2024-08-01,55417.57,4,Paid
LP0005875,L00310,C00024,2024-08-28,2024-09-03,54142.82,6,Late
LP0005876,L00310,C00024,2024-09-28,2024-10-05,55365.29,7,Late
LP0005877,L00310,C00024,2024-10-28,2024-10-29,53817.99,1,Paid
LP0005878,L00311,C00353,2022-08-28,2022-09-07,57109.59,10,Late
LP0005879,L00311,C00353,2022-09-28,2022-10-03,56241.16,5,Paid
LP0005880,L00311,C00353,2022-10-28,2022-10-30,57162.47,2,Paid
LP0005881,L00311,C00353,2022-11-28,2022-12-07,56290.57,9,Late
LP0005882,L00311,C00353,2022-12-28,2022-12-30,57353.33,2,Paid
LP0005883,L00311,C00353,2023-01-28,2023-02-04,58207.83,7,Late
LP0005884,L00311,C00353,2023-02-28,2023-03-02,58783.61,2,Paid
LP0005885,L00311,C00353,2023-03-28,2023-03-30,58331.8,2,Paid
LP0005886,L00311,C00353,2023-04-28,2023-05-04,57027.26,6,Late
LP0005887,L00311,C00353,2023-05-28,2023-06-02,56445.78,5,Paid
LP0005888,L00311,C00353,2023-06-28,2023-07-06,57732.93,8,Late
LP0005889,L00311,C00353,2023-07-28,2023-07-30,57279.42,2,Paid
LP0005890,L00311,C00353,2023-08-28,2023-09-01,58203.45,4,Paid
LP0005891,L00311,C00353,2023-09-28,2023-10-02,58933.09,4,Paid
LP0005892,L00311,C00353,2023-10-28,2023-11-01,56740.33,4,Paid
LP0005893,L00311,C00353,2023-11-28,2023-12-02,57788.15,4,Paid
LP0005894,L00311,C00353,2023-12-28,2023-12-31,58628.77,3,Paid
LP0005895,L00311,C00353,2024-01-28,2024-01-28,58037.11,0,Paid
LP0005896,L00311,C00353,2024-02-28,2024-03-01,57772.89,2,Paid
LP0005897,L00311,C00353,2024-03-28,2024-04-01,56365.43,4,Paid
LP0005898,L00311,C00353,2024-04-28,2024-05-04,56683.95,6,Late
LP0005899,L00311,C00353,2024-05-28,2024-06-06,56572.35,9,Late
LP0005900,L00311,C00353,2024-06-28,2024-07-01,57466.76,3,Paid
LP0005901,L00311,C00353,2024-07-28,2024-08-05,56154.14,8,Late
LP0005902,L00312,C00685,2022-05-28,2022-05-31,22755.03,3,Paid
LP0005903,L00312,C00685,2022-06-28,2022-07-01,22991.2,3,Paid
LP0005904,L00312,C00685,2022-07-28,2022-08-02,23574.04,5,Paid
LP0005905,L00312,C00685,2022-08-28,2022-08-31,23051.84,3,Paid
LP0005906,L00312,C00685,2022-09-28,2022-10-04,23282.96,6,Late
LP0005907,L00312,C00685,2022-10-28,2022-10-30,23940.57,2,Paid
LP0005908,L00312,C00685,2022-11-28,2022-12-06,23400.17,8,Late
LP0005909,L00312,C00685,2022-12-28,2023-01-03,23703.46,6,Late
LP0005910,L00312,C00685,2023-01-28,2023-02-04,23500.91,7,Late
LP0005911,L00312,C00685,2023-02-28,2023-03-04,23408.71,4,Paid
LP0005912,L00312,C00685,2023-03-28,2023-04-07,22772.21,10,Late
LP0005913,L00312,C00685,2023-04-28,2023-04-28,23922.91,0,Paid
LP0005914,L00313,C00948,2024-04-28,2024-05-01,73395.34,3,Paid
LP0005915,L00313,C00948,2024-05-28,2024-06-06,72126.2,9,Late
LP0005916,L00313,C00948,2024-06-28,2024-06-29,70635.92,1,Paid
LP0005917,L00313,C00948,2024-07-28,2024-08-07,71779.02,10,Late
LP0005918,L00313,C00948,2024-08-28,2024-09-03,70080.92,6,Late
LP0005919,L00313,C00948,2024-09-28,2024-10-07,70101.48,9,Late
LP0005920,L00313,C00948,2024-10-28,2024-11-02,72664.81,5,Paid
LP0005921,L00313,C00948,2024-11-28,2024-12-05,73954.35,7,Late
LP0005922,L00313,C00948,2024-12-28,2024-12-29,73710.14,1,Paid
LP0005923,L00313,C00948,2025-01-28,2025-01-29,70262.06,1,Paid
LP0005924,L00313,C00948,2025-02-28,2025-03-01,71301.78,1,Paid
LP0005925,L00313,C00948,2025-03-28,2025-04-05,70230.8,8,Late
LP0005926,L00313,C00948,2025-04-28,2025-05-04,73380.03,6,Late
LP0005927,L00313,C00948,2025-05-28,2025-05-31,70063.27,3,Paid
LP0005928,L00313,C00948,2025-06-28,2025-07-01,72395.38,3,Paid
LP0005929,L00313,C00948,2025-07-28,2025-07-30,72133.26,2,Paid
LP0005930,L00313,C00948,2025-08-28,2025-08-29,71310.65,1,Paid
LP0005931,L00313,C00948,2025-09-28,2025-10-05,73542.18,7,Late
LP0005932,L00313,C00948,2025-10-28,2025-11-03,71223.0,6,Late
LP0005933,L00313,C00948,2025-11-28,2025-12-07,73112.71,9,Late
LP0005934,L00313,C00948,2025-12-28,2026-01-03,70636.6,6,Late
LP0005935,L00313,C00948,2026-01-28,2026-02-06,71700.32,9,Late
LP0005936,L00313,C00948,2026-02-28,2026-03-10,71336.97,10,Late
LP0005937,L00313,C00948,2026-03-28,2026-04-02,73592.58,5,Paid
LP0005938,L00314,C00965,2023-08-28,2023-09-06,33494.7,9,Late
LP0005939,L00314,C00965,2023-09-28,2023-09-30,32242.72,2,Paid
LP0005940,L00314,C00965,2023-10-28,2023-11-02,32131.04,5,Paid
LP0005941,L00314,C00965,2023-11-28,2023-12-08,33861.6,10,Late
LP0005942,L00314,C00965,2023-12-28,2024-01-05,33645.65,8,Late
LP0005943,L00314,C00965,2024-01-28,2024-01-28,32063.88,0,Paid
LP0005944,L00314,C00965,2024-02-28,2024-03-08,33696.13,9,Late
LP0005945,L00314,C00965,2024-03-28,2024-04-01,32441.06,4,Paid
LP0005946,L00314,C00965,2024-04-28,2024-04-28,32279.09,0,Paid
LP0005947,L00314,C00965,2024-05-28,2024-06-04,32449.63,7,Late
LP0005948,L00314,C00965,2024-06-28,2024-06-28,33344.5,0,Paid
LP0005949,L00314,C00965,2024-07-28,2024-08-02,32789.51,5,Paid
LP0005950,L00314,C00965,2024-08-28,2024-09-01,32292.74,4,Paid
LP0005951,L00314,C00965,2024-09-28,2024-10-08,32821.35,10,Late
LP0005952,L00314,C00965,2024-10-28,2024-10-31,33099.57,3,Paid
LP0005953,L00314,C00965,2024-11-28,2024-12-08,33045.2,10,Late
LP0005954,L00314,C00965,2024-12-28,2025-01-03,33713.05,6,Late
LP0005955,L00314,C00965,2025-01-28,2025-01-30,33728.55,2,Paid
LP0005956,L00314,C00965,2025-02-28,2025-03-07,32829.5,7,Late
LP0005957,L00314,C00965,2025-03-28,2025-03-31,33379.43,3,Paid
LP0005958,L00314,C00965,2025-04-28,2025-04-29,32177.29,1,Paid
LP0005959,L00314,C00965,2025-05-28,2025-05-31,32160.35,3,Paid
LP0005960,L00314,C00965,2025-06-28,2025-06-28,32911.88,0,Paid
LP0005961,L00314,C00965,2025-07-28,2025-07-31,33705.21,3,Paid
LP0005962,L00315,C00420,2023-12-28,2024-01-05,9214.2,8,Late
LP0005963,L00315,C00420,2024-01-28,2024-02-04,9283.4,7,Late
LP0005964,L00315,C00420,2024-02-28,2024-03-03,8805.29,4,Paid
LP0005965,L00315,C00420,2024-03-28,2024-03-30,8980.09,2,Paid
LP0005966,L00315,C00420,2024-04-28,2024-05-02,8818.95,4,Paid
LP0005967,L00315,C00420,2024-05-28,2024-05-31,8763.07,3,Paid
LP0005968,L00315,C00420,2024-06-28,2024-07-04,9109.07,6,Late
LP0005969,L00315,C00420,2024-07-28,2024-08-01,9141.67,4,Paid
LP0005970,L00315,C00420,2024-08-28,2024-08-29,8898.62,1,Paid
LP0005971,L00315,C00420,2024-09-28,2024-10-01,9020.31,3,Paid
LP0005972,L00315,C00420,2024-10-28,2024-10-31,9197.5,3,Paid
LP0005973,L00315,C00420,2024-11-28,2024-12-06,9218.25,8,Late
LP0005974,L00315,C00420,2024-12-28,2024-12-29,8969.9,1,Paid
LP0005975,L00315,C00420,2025-01-28,2025-02-01,9129.85,4,Paid
LP0005976,L00315,C00420,2025-02-28,2025-03-02,9120.03,2,Paid
LP0005977,L00315,C00420,2025-03-28,2025-04-06,9197.17,9,Late
LP0005978,L00315,C00420,2025-04-28,2025-05-02,9218.25,4,Paid
LP0005979,L00315,C00420,2025-05-28,2025-06-02,9034.43,5,Paid
LP0005980,L00315,C00420,2025-06-28,2025-07-08,9003.19,10,Late
LP0005981,L00315,C00420,2025-07-28,2025-07-31,9048.14,3,Paid
LP0005982,L00315,C00420,2025-08-28,2025-09-06,8904.86,9,Late
LP0005983,L00315,C00420,2025-09-28,2025-10-03,8818.71,5,Paid
LP0005984,L00315,C00420,2025-10-28,2025-11-05,9259.67,8,Late
LP0005985,L00315,C00420,2025-11-28,2025-12-05,9179.86,7,Late
LP0005986,L00316,C00033,2023-02-28,2023-03-02,3486.71,2,Paid
LP0005987,L00316,C00033,2023-03-28,2023-04-02,3520.95,5,Paid
LP0005988,L00316,C00033,2023-04-28,2023-05-05,3540.78,7,Late
LP0005989,L00316,C00033,2023-05-28,2023-06-05,3547.02,8,Late
LP0005990,L00316,C00033,2023-06-28,2023-07-06,3388.61,8,Late
LP0005991,L00316,C00033,2023-07-28,2023-08-01,3422.06,4,Paid
LP0005992,L00316,C00033,2023-08-28,2023-09-01,3357.07,4,Paid
LP0005993,L00316,C00033,2023-09-28,2023-10-08,3546.01,10,Late
LP0005994,L00316,C00033,2023-10-28,2023-10-30,3376.92,2,Paid
LP0005995,L00316,C00033,2023-11-28,2023-11-28,3374.98,0,Paid
LP0005996,L00316,C00033,2023-12-28,2024-01-07,3474.24,10,Late
LP0005997,L00316,C00033,2024-01-28,2024-02-03,3376.16,6,Late
LP0005998,L00316,C00033,2024-02-28,2024-03-06,3443.97,7,Late
LP0005999,L00316,C00033,2024-03-28,2024-05-18,2369.9,51,Partial
LP0006000,L00316,C00033,2024-04-28,,0,74,Missed
LP0006001,L00316,C00033,2024-05-28,2024-07-06,2671.59,39,Partial
LP0006002,L00316,C00033,2024-06-28,2024-07-24,2472.44,26,Partial
LP0006003,L00316,C00033,2024-07-28,,0,73,Missed
LP0006004,L00316,C00033,2024-08-28,2024-09-12,2990.5,15,Partial
LP0006005,L00316,C00033,2024-09-28,2024-10-21,2814.02,23,Partial
LP0006006,L00316,C00033,2024-10-28,,0,74,Missed
LP0006007,L00316,C00033,2024-11-28,2024-12-24,3214.52,26,Partial
LP0006008,L00316,C00033,2024-12-28,,0,118,Missed
LP0006009,L00316,C00033,2025-01-28,2025-03-26,3148.23,57,Partial
LP0006010,L00317,C00191,2024-01-28,2024-01-31,26536.12,3,Paid
LP0006011,L00317,C00191,2024-02-28,2024-03-04,26621.91,5,Paid
LP0006012,L00317,C00191,2024-03-28,2024-04-02,27229.72,5,Paid
LP0006013,L00317,C00191,2024-04-28,2024-05-05,27679.6,7,Late
LP0006014,L00317,C00191,2024-05-28,2024-05-29,26724.27,1,Paid
LP0006015,L00317,C00191,2024-06-28,2024-06-29,27567.71,1,Paid
LP0006016,L00317,C00191,2024-07-28,2024-07-29,26466.0,1,Paid
LP0006017,L00317,C00191,2024-08-28,2024-09-02,26562.88,5,Paid
LP0006018,L00317,C00191,2024-09-28,2024-10-01,27451.84,3,Paid
LP0006019,L00317,C00191,2024-10-28,2024-11-02,27272.69,5,Paid
LP0006020,L00317,C00191,2024-11-28,2024-12-04,26595.74,6,Late
LP0006021,L00317,C00191,2024-12-28,2025-01-01,27721.35,4,Paid
LP0006022,L00317,C00191,2025-01-28,2025-02-07,26651.66,10,Late
LP0006023,L00317,C00191,2025-02-28,2025-03-05,26505.19,5,Paid
LP0006024,L00317,C00191,2025-03-28,2025-04-03,27308.5,6,Late
LP0006025,L00317,C00191,2025-04-28,2025-05-02,26723.28,4,Paid
LP0006026,L00317,C00191,2025-05-28,2025-06-04,27808.76,7,Late
LP0006027,L00317,C00191,2025-06-28,2025-07-05,26478.07,7,Late
LP0006028,L00317,C00191,2025-07-28,2025-07-29,26740.73,1,Paid
LP0006029,L00317,C00191,2025-08-28,2025-09-07,27805.67,10,Late
LP0006030,L00317,C00191,2025-09-28,2025-10-01,26932.44,3,Paid
LP0006031,L00317,C00191,2025-10-28,2025-11-07,27201.45,10,Late
LP0006032,L00317,C00191,2025-11-28,2025-12-07,26500.76,9,Late
LP0006033,L00317,C00191,2025-12-28,2025-12-28,27854.55,0,Paid
LP0006034,L00318,C00878,2024-04-28,2024-05-02,23115.31,4,Paid
LP0006035,L00318,C00878,2024-05-28,2024-05-30,22827.88,2,Paid
LP0006036,L00318,C00878,2024-06-28,2024-06-30,23368.62,2,Paid
LP0006037,L00318,C00878,2024-07-28,2024-08-04,22664.78,7,Late
LP0006038,L00318,C00878,2024-08-28,2024-09-03,23457.82,6,Late
LP0006039,L00318,C00878,2024-09-28,2024-10-01,23301.83,3,Paid
LP0006040,L00318,C00878,2024-10-28,2024-10-31,23554.11,3,Paid
LP0006041,L00318,C00878,2024-11-28,2024-12-04,22484.23,6,Late
LP0006042,L00318,C00878,2024-12-28,2024-12-30,22370.42,2,Paid
LP0006043,L00318,C00878,2025-01-28,2025-02-06,23223.06,9,Late
LP0006044,L00318,C00878,2025-02-28,2025-03-08,22952.28,8,Late
LP0006045,L00318,C00878,2025-03-28,2025-04-05,23285.08,8,Late
LP0006046,L00318,C00878,2025-04-28,2025-05-05,23142.76,7,Late
LP0006047,L00318,C00878,2025-05-28,2025-05-30,23292.6,2,Paid
LP0006048,L00318,C00878,2025-06-28,2025-07-05,23036.29,7,Late
LP0006049,L00318,C00878,2025-07-28,2025-07-29,22805.32,1,Paid
LP0006050,L00318,C00878,2025-08-28,2025-09-03,23279.68,6,Late
LP0006051,L00318,C00878,2025-09-28,2025-09-30,22435.38,2,Paid
LP0006052,L00318,C00878,2025-10-28,2025-11-06,22978.41,9,Late
LP0006053,L00318,C00878,2025-11-28,2025-12-03,22420.14,5,Paid
LP0006054,L00318,C00878,2025-12-28,2026-01-03,22889.74,6,Late
LP0006055,L00318,C00878,2026-01-28,2026-02-06,22513.84,9,Late
LP0006056,L00318,C00878,2026-02-28,2026-03-10,22547.86,10,Late
LP0006057,L00318,C00878,2026-03-28,2026-04-05,22804.26,8,Late
LP0006058,L00319,C00798,2022-11-28,2022-12-04,12748.67,6,Late
LP0006059,L00319,C00798,2022-12-28,2023-01-06,13010.93,9,Late
LP0006060,L00319,C00798,2023-01-28,2023-02-01,12413.03,4,Paid
LP0006061,L00319,C00798,2023-02-28,2023-03-04,12980.67,4,Paid
LP0006062,L00319,C00798,2023-03-28,2023-03-31,12509.87,3,Paid
LP0006063,L00319,C00798,2023-04-28,2023-04-29,12419.47,1,Paid
LP0006064,L00319,C00798,2023-05-28,2023-06-03,12931.14,6,Late
LP0006065,L00319,C00798,2023-06-28,2023-07-06,12595.64,8,Late
LP0006066,L00319,C00798,2023-07-28,2023-07-28,12482.89,0,Paid
LP0006067,L00319,C00798,2023-08-28,2023-08-30,12428.82,2,Paid
LP0006068,L00319,C00798,2023-09-28,2023-09-28,12653.31,0,Paid
LP0006069,L00319,C00798,2023-10-28,2023-11-07,12952.67,10,Late
LP0006070,L00319,C00798,2023-11-28,2023-12-01,12926.1,3,Paid
LP0006071,L00319,C00798,2023-12-28,2024-01-03,12543.77,6,Late
LP0006072,L00319,C00798,2024-01-28,2024-01-31,12876.09,3,Paid
LP0006073,L00319,C00798,2024-02-28,2024-02-29,12773.03,1,Paid
LP0006074,L00319,C00798,2024-03-28,2024-03-30,12463.38,2,Paid
LP0006075,L00319,C00798,2024-04-28,2024-05-08,12420.86,10,Late
LP0006076,L00319,C00798,2024-05-28,2024-06-02,12657.74,5,Paid
LP0006077,L00319,C00798,2024-06-28,2024-07-01,12884.12,3,Paid
LP0006078,L00319,C00798,2024-07-28,2024-07-28,12992.06,0,Paid
LP0006079,L00319,C00798,2024-08-28,2024-08-31,12963.78,3,Paid
LP0006080,L00319,C00798,2024-09-28,2024-10-06,13082.41,8,Late
LP0006081,L00319,C00798,2024-10-28,2024-10-29,12848.0,1,Paid
LP0006082,L00320,C00414,2022-11-28,2022-12-02,16147.47,4,Paid
LP0006083,L00320,C00414,2022-12-28,2023-01-07,15963.66,10,Late
LP0006084,L00320,C00414,2023-01-28,2023-02-01,15950.69,4,Paid
LP0006085,L00320,C00414,2023-02-28,2023-03-03,15681.27,3,Paid
LP0006086,L00320,C00414,2023-03-28,2023-04-04,16277.76,7,Late
LP0006087,L00320,C00414,2023-04-28,2023-05-03,16441.52,5,Paid
LP0006088,L00320,C00414,2023-05-28,2023-06-04,16367.18,7,Late
LP0006089,L00320,C00414,2023-06-28,2023-07-05,16543.58,7,Late
LP0006090,L00320,C00414,2023-07-28,2023-07-29,16280.2,1,Paid
LP0006091,L00320,C00414,2023-08-28,2023-09-01,16522.68,4,Paid
LP0006092,L00320,C00414,2023-09-28,2023-10-03,16492.78,5,Paid
LP0006093,L00320,C00414,2023-10-28,2023-11-05,15855.85,8,Late
LP0006094,L00320,C00414,2023-11-28,2023-12-04,15889.27,6,Late
LP0006095,L00320,C00414,2023-12-28,2023-12-30,16510.05,2,Paid
LP0006096,L00320,C00414,2024-01-28,2024-01-31,16484.6,3,Paid
LP0006097,L00320,C00414,2024-02-28,2024-03-02,16335.91,3,Paid
LP0006098,L00320,C00414,2024-03-28,2024-03-31,15691.05,3,Paid
LP0006099,L00320,C00414,2024-04-28,2024-05-05,16363.8,7,Late
LP0006100,L00320,C00414,2024-05-28,2024-06-04,16318.2,7,Late
LP0006101,L00320,C00414,2024-06-28,2024-07-04,16043.58,6,Late
LP0006102,L00320,C00414,2024-07-28,2024-07-28,16091.36,0,Paid
LP0006103,L00320,C00414,2024-08-28,2024-08-28,15833.46,0,Paid
LP0006104,L00320,C00414,2024-09-28,2024-10-03,15675.05,5,Paid
LP0006105,L00320,C00414,2024-10-28,2024-11-03,16066.64,6,Late
LP0006106,L00321,C00975,2024-01-28,2024-01-28,20263.05,0,Paid
LP0006107,L00321,C00975,2024-02-28,2024-03-08,19912.83,9,Late
LP0006108,L00321,C00975,2024-03-28,2024-04-02,19176.55,5,Paid
LP0006109,L00321,C00975,2024-04-28,2024-05-03,19997.07,5,Paid
LP0006110,L00321,C00975,2024-05-28,2024-06-03,19250.71,6,Late
LP0006111,L00321,C00975,2024-06-28,2024-06-28,19652.33,0,Paid
LP0006112,L00321,C00975,2024-07-28,2024-08-06,19639.17,9,Late
LP0006113,L00321,C00975,2024-08-28,2024-09-02,20172.03,5,Paid
LP0006114,L00321,C00975,2024-09-28,2024-10-01,19314.77,3,Paid
LP0006115,L00321,C00975,2024-10-28,2024-11-01,19741.89,4,Paid
LP0006116,L00321,C00975,2024-11-28,2024-11-29,19922.04,1,Paid
LP0006117,L00321,C00975,2024-12-28,2025-01-01,19229.66,4,Paid
LP0006118,L00321,C00975,2025-01-28,2025-02-07,19475.99,10,Late
LP0006119,L00321,C00975,2025-02-28,2025-03-10,20045.31,10,Late
LP0006120,L00321,C00975,2025-03-28,2025-04-01,19385.32,4,Paid
LP0006121,L00321,C00975,2025-04-28,2025-05-04,19770.24,6,Late
LP0006122,L00321,C00975,2025-05-28,2025-06-05,20153.4,8,Late
LP0006123,L00321,C00975,2025-06-28,2025-07-03,19844.51,5,Paid
