complaint_id,customer_id,branch_id,complaint_date,complaint_type,severity,complaint_status,resolved_date,service_cost
CP000652,C00804,B001,2025-03-17,Card Issue,Low,Open,,483.22
CP000653,C00165,B003,2024-04-14,ATM,Low,Closed,2024-04-16,307.37
CP000654,C00277,B012,2025-12-08,Unauthorized Transaction,Medium,Closed,2025-12-16,647.38
CP000655,C00556,B021,2026-08-19,App/Login,Low,Closed,2026-08-25,612.77
CP000656,C00901,B002,2024-10-11,Account Service,Low,Closed,2024-10-11,583.62
CP000657,C00228,B025,2024-01-08,App/Login,Low,Closed,2024-01-19,200.47
CP000658,C00970,B021,2025-12-14,Card Issue,Low,Open,,224.89
CP000659,C00980,B013,2025-10-09,App/Login,Low,Open,,519.88
CP000660,C00976,B010,2026-02-27,Loan Service,Medium,Closed,2026-03-06,496.74
CP000661,C00524,B014,2026-06-17,Charges/Fees,Medium,Open,,197.38
CP000662,C00119,B012,2025-10-24,Charges/Fees,Medium,Closed,2025-11-03,661.44
CP000663,C00349,B012,2026-02-19,App/Login,Critical,Closed,2026-02-27,1019.93
CP000664,C00529,B006,2026-04-02,Account Service,High,Open,,205.8
CP000665,C00923,B010,2024-06-23,Card Issue,Medium,Closed,2024-06-23,691.1
CP000666,C00352,B018,2024-02-20,Unauthorized Transaction,Low,Closed,2024-02-27,411.8
CP000667,C00310,B019,2026-06-05,ATM,High,Closed,2026-06-25,691.7
CP000668,C00748,B009,2025-12-02,Charges/Fees,Low,Closed,2025-12-07,197.14
CP000669,C00074,B025,2025-06-14,Card Issue,Low,Closed,2025-06-17,672.36
CP000670,C00957,B019,2024-04-07,Card Issue,Low,Closed,2024-04-08,337.79
CP000671,C00091,B018,2025-01-04,Charges/Fees,Low,Closed,2025-01-13,643.58
CP000672,C00506,B023,2025-01-08,Charges/Fees,High,Open,,592.98
CP000673,C00052,B001,2025-10-01,Card Issue,Low,Closed,2025-10-03,252.84
CP000674,C00520,B001,2024-07-11,Loan Service,Medium,Closed,2024-07-22,588.17
CP000675,C00683,B001,2026-07-20,Card Issue,High,Closed,2026-08-02,436.98
CP000676,C00158,B004,2024-05-06,Charges/Fees,Low,Open,,93.79
CP000677,C00196,B025,2025-08-02,Loan Service,Low,Closed,2025-08-04,585.11
CP000678,C00192,B006,2025-06-11,Account Service,Medium,Closed,2025-06-15,469.23
CP000679,C00464,B014,2026-07-04,Charges/Fees,Low,Closed,2026-07-16,143.49
CP000680,C00917,B011,2026-01-12,ATM,Medium,Closed,2026-01-24,566.11
CP000681,C00093,B008,2024-09-05,Charges/Fees,Medium,Closed,2024-09-10,421.02
CP000682,C00035,B003,2025-05-29,Loan Service,Low,Closed,2025-06-04,594.19
CP000683,C00510,B011,2024-11-29,Unauthorized Transaction,Low,Closed,2024-12-04,455.21
CP000684,C00520,B001,2024-02-26,Charges/Fees,Low,Open,,438.72
CP000685,C00278,B021,2024-11-07,Unauthorized Transaction,Medium,Closed,2024-11-19,241.33
CP000686,C00405,B014,2025-07-01,Unauthorized Transaction,Medium,Closed,2025-07-06,239.64
CP000687,C00536,B019,2024-10-10,Charges/Fees,Medium,Closed,2024-10-15,136.94
CP000688,C00536,B019,2024-01-18,App/Login,Low,Closed,2024-01-25,686.76
CP000689,C00957,B019,2024-05-05,Loan Service,Medium,Closed,2024-05-05,215.15
CP000690,C00341,B017,2024-08-28,ATM,Medium,Closed,2024-08-31,89.76
CP000691,C00354,B023,2025-04-01,ATM,High,Closed,2025-04-15,369.16
CP000692,C00219,B011,2025-12-23,ATM,High,Closed,2026-01-02,220.5
CP000693,C00298,B009,2024-02-15,App/Login,Medium,Closed,2024-02-16,320.37
CP000694,C00318,B010,2026-06-15,Loan Service,Low,Closed,2026-06-17,215.04
CP000695,C00048,B016,2025-01-27,Account Service,Low,Closed,2025-02-05,204.61
CP000696,C00567,B018,2025-02-17,App/Login,Medium,Open,,77.82
CP000697,C00904,B003,2026-06-27,Card Issue,Low,Open,,224.61
CP000698,C00224,B024,2025-05-09,Card Issue,High,Closed,2025-05-18,202.62
CP000699,C00445,B010,2025-05-06,Loan Service,Low,Closed,2025-05-16,73.42
CP000700,C00745,B007,2025-03-02,Account Service,High,Closed,2025-03-20,665.24
CP000701,C00346,B015,2025-07-24,Unauthorized Transaction,Medium,Closed,2025-08-01,555.07
CP000702,C00003,B022,2025-05-21,Account Service,Medium,Closed,2025-06-01,230.85
CP000703,C00760,B014,2024-03-20,App/Login,Low,Closed,2024-03-31,459.03
CP000704,C00623,B024,2026-02-26,Charges/Fees,Medium,Closed,2026-03-02,580.36
CP000705,C00612,B020,2026-08-16,Account Service,Low,Closed,2026-08-24,120.91
CP000706,C00309,B014,2025-06-23,App/Login,High,Closed,2025-07-02,172.32
CP000707,C00226,B017,2024-11-17,ATM,Medium,Closed,2024-11-24,53.45
CP000708,C00189,B005,2024-06-04,Loan Service,Medium,Closed,2024-06-08,693.42
CP000709,C00827,B018,2026-08-07,Unauthorized Transaction,Medium,Closed,2026-08-15,620.56
CP000710,C00926,B025,2024-02-21,Card Issue,Low,Open,,580.44
CP000711,C00518,B013,2024-06-27,App/Login,High,Closed,2024-06-29,547.38
CP000712,C00579,B002,2025-11-18,Account Service,Low,Closed,2025-11-19,53.0
CP000713,C00504,B014,2025-01-20,ATM,Low,Closed,2025-01-28,481.81
CP000714,C00900,B019,2024-12-02,Card Issue,Medium,Closed,2024-12-14,391.15
CP000715,C00101,B003,2025-01-22,Account Service,Medium,Closed,2025-01-24,369.29
CP000716,C00689,B008,2025-05-15,Loan Service,Low,Closed,2025-05-15,229.37
CP000717,C00574,B014,2026-07-29,Unauthorized Transaction,Medium,Closed,2026-08-06,663.61
CP000718,C00956,B001,2025-04-28,Account Service,High,Closed,2025-05-14,657.39
CP000719,C00335,B005,2024-11-29,ATM,Medium,Closed,2024-12-10,178.15
CP000720,C00940,B023,2024-01-19,Card Issue,High,Closed,2024-01-19,293.38
CP000721,C00549,B012,2024-01-08,Account Service,Medium,Closed,2024-01-19,540.25
CP000722,C00728,B016,2025-04-06,App/Login,Low,Closed,2025-04-10,251.89
CP000723,C00288,B013,2024-12-02,Charges/Fees,High,Closed,2024-12-12,397.6
CP000724,C00407,B005,2026-08-08,Card Issue,Medium,Open,,346.85
CP000725,C00364,B009,2024-07-02,Unauthorized Transaction,Low,Closed,2024-07-09,192.16
CP000726,C00333,B019,2025-08-25,Unauthorized Transaction,High,Open,,551.02
CP000727,C00901,B002,2025-04-14,Loan Service,Low,Closed,2025-04-19,135.23
CP000728,C00186,B022,2024-08-22,ATM,High,Closed,2024-08-22,372.08
CP000729,C00716,B008,2026-03-11,Card Issue,Low,Closed,2026-03-13,109.12
CP000730,C00177,B005,2024-03-08,ATM,High,Open,,404.16
CP000731,C00478,B015,2024-12-11,Loan Service,Critical,Closed,2024-12-17,1236.83
CP000732,C00785,B001,2025-02-11,App/Login,Low,Closed,2025-02-21,673.34
CP000733,C00114,B023,2025-04-01,Unauthorized Transaction,Low,Closed,2025-04-08,543.92
CP000734,C00919,B024,2026-02-06,Charges/Fees,Medium,Closed,2026-02-18,551.03
CP000735,C00179,B022,2025-11-10,Card Issue,High,Open,,213.15
CP000736,C00907,B014,2024-04-22,Unauthorized Transaction,Critical,Closed,2024-05-13,676.06
CP000737,C00485,B010,2025-09-10,Card Issue,Medium,Closed,2025-09-21,484.13
CP000738,C00838,B004,2026-03-23,Loan Service,Low,Closed,2026-03-28,257.64
CP000739,C00405,B014,2024-07-20,Account Service,High,Closed,2024-08-12,129.05
CP000740,C00602,B003,2025-02-14,Charges/Fees,Medium,Closed,2025-02-24,488.48
CP000741,C00647,B008,2024-12-07,Card Issue,High,Closed,2024-12-28,136.76
CP000742,C00495,B023,2026-07-31,Unauthorized Transaction,Low,Closed,2026-08-10,69.8
CP000743,C00098,B001,2026-05-23,ATM,Low,Open,,81.55
CP000744,C00189,B005,2024-05-25,Charges/Fees,Medium,Closed,2024-06-06,548.17
CP000745,C00803,B007,2025-09-24,Card Issue,Low,Closed,2025-10-04,310.91
CP000746,C00768,B025,2026-08-02,Loan Service,High,Closed,2026-08-21,613.27
CP000747,C00766,B010,2024-02-25,Loan Service,High,Closed,2024-03-19,392.37
CP000748,C00814,B019,2026-04-01,Charges/Fees,Low,Closed,2026-04-02,607.34
CP000749,C00949,B001,2025-07-06,Loan Service,Medium,Closed,2025-07-10,174.53
CP000750,C00909,B021,2024-09-22,Unauthorized Transaction,High,Closed,2024-10-15,558.45
CP000751,C00935,B023,2024-07-20,ATM,High,Closed,2024-07-24,273.67
CP000752,C00293,B010,2024-11-13,ATM,Low,Closed,2024-11-20,287.65
CP000753,C00339,B022,2026-08-02,Card Issue,High,Closed,2026-08-26,421.8
CP000754,C00220,B010,2024-10-28,App/Login,Low,Closed,2024-10-31,500.66
CP000755,C00204,B021,2025-10-12,App/Login,High,Closed,2025-10-24,613.33
CP000756,C00681,B024,2024-08-01,Charges/Fees,Low,Closed,2024-08-12,322.43
CP000757,C00997,B021,2024-01-28,Account Service,Medium,Closed,2024-02-04,82.05
CP000758,C00976,B010,2024-05-09,Loan Service,High,Closed,2024-05-16,108.43
CP000759,C00875,B011,2024-09-28,Card Issue,Low,Closed,2024-10-08,668.92
CP000760,C00718,B005,2025-02-11,Unauthorized Transaction,Medium,Closed,2025-02-17,565.85
CP000761,C00410,B006,2025-07-22,Account Service,High,Closed,2025-07-31,205.38
CP000762,C00367,B012,2024-03-14,Unauthorized Transaction,Medium,Closed,2024-03-15,373.69
CP000763,C00152,B007,2024-05-27,Account Service,Medium,Open,,441.31
CP000764,C00619,B006,2025-03-14,Account Service,High,Closed,2025-03-16,258.14
CP000765,C00553,B004,2026-02-20,Card Issue,Medium,Open,,557.79
CP000766,C00131,B021,2025-03-15,Card Issue,Medium,Closed,2025-03-24,326.35
CP000767,C00025,B014,2026-01-20,ATM,Medium,Closed,2026-01-21,499.18
CP000768,C00164,B024,2026-08-23,Unauthorized Transaction,Low,Closed,2026-08-26,51.9
CP000769,C00544,B001,2024-07-20,Account Service,Medium,Closed,2024-07-30,429.43
CP000770,C00730,B002,2025-01-01,App/Login,High,Closed,2025-01-11,481.37
CP000771,C00904,B003,2024-05-26,Loan Service,Low,Closed,2024-06-05,97.36
CP000772,C00596,B008,2025-07-15,Account Service,Low,Closed,2025-07-21,179.77
CP000773,C00651,B002,2026-06-21,Unauthorized Transaction,Low,Open,,573.26
CP000774,C00090,B009,2025-03-21,Charges/Fees,Medium,Closed,2025-03-28,450.19
CP000775,C00757,B020,2024-05-31,Card Issue,Low,Closed,2024-06-09,67.37
CP000776,C00216,B005,2025-07-18,Card Issue,Medium,Closed,2025-07-24,463.18
CP000777,C00081,B024,2025-10-27,App/Login,Medium,Closed,2025-11-08,453.34
CP000778,C00619,B006,2026-07-21,Card Issue,Medium,Closed,2026-07-28,193.95
CP000779,C00119,B012,2024-09-10,Card Issue,Medium,Closed,2024-09-15,490.04
CP000780,C00176,B015,2025-04-07,Account Service,Critical,Closed,2025-04-24,482.79
CP000781,C00724,B024,2025-12-20,Charges/Fees,Low,Closed,2025-12-26,379.68
CP000782,C00824,B020,2024-06-21,Loan Service,Medium,Closed,2024-07-02,360.14
CP000783,C00127,B002,2025-12-16,ATM,Medium,Closed,2025-12-21,658.63
CP000784,C00184,B019,2024-07-31,Account Service,Low,Open,,644.57
CP000785,C00470,B009,2025-11-16,Account Service,Medium,Closed,2025-11-16,71.16
CP000786,C00191,B024,2025-04-02,Account Service,Low,Closed,2025-04-05,575.69
CP000787,C00487,B007,2026-04-23,Charges/Fees,High,Closed,2026-04-28,575.58
CP000788,C00334,B012,2024-09-26,App/Login,Medium,Closed,2024-09-27,461.7
CP000789,C00278,B021,2025-04-28,App/Login,High,Closed,2025-05-07,375.89
CP000790,C00647,B008,2024-04-20,Account Service,Medium,Closed,2024-04-27,464.05
CP000791,C00406,B011,2024-09-20,Unauthorized Transaction,Medium,Open,,580.51
CP000792,C00516,B023,2025-10-24,Account Service,Medium,Closed,2025-11-04,94.91
CP000793,C00509,B005,2025-06-28,Account Service,High,Closed,2025-07-22,475.16
CP000794,C00982,B016,2025-10-02,Card Issue,Medium,Closed,2025-10-14,64.01
CP000795,C00327,B003,2024-11-11,Account Service,Low,Closed,2024-11-22,603.29
CP000796,C00748,B009,2025-08-29,App/Login,Low,Closed,2025-09-06,338.42
CP000797,C00775,B012,2026-04-30,Unauthorized Transaction,Low,Closed,2026-05-09,589.65
CP000798,C00696,B006,2025-11-23,ATM,High,Closed,2025-12-01,127.9
CP000799,C00077,B010,2025-05-12,Loan Service,Medium,Closed,2025-05-21,679.81
CP000800,C00183,B003,2024-02-08,App/Login,Medium,Closed,2024-02-10,580.79
CP000801,C00029,B017,2024-01-10,Account Service,Low,Closed,2024-01-14,461.36
CP000802,C00463,B011,2026-08-20,Charges/Fees,Low,Closed,2026-08-27,393.97
CP000803,C00613,B005,2026-05-26,Card Issue,High,Open,,470.03
CP000804,C00607,B004,2025-11-10,Unauthorized Transaction,High,Closed,2025-12-02,565.52
CP000805,C00160,B010,2025-08-14,Account Service,Medium,Closed,2025-08-20,77.5
CP000806,C00683,B001,2024-07-03,Loan Service,Low,Closed,2024-07-10,116.8
CP000807,C00296,B025,2026-08-07,Card Issue,Medium,Closed,2026-08-14,337.19
CP000808,C00720,B016,2024-12-22,Card Issue,Low,Closed,2024-12-23,120.7
CP000809,C00003,B022,2024-05-23,ATM,Low,Open,,624.45
CP000810,C00377,B009,2024-04-18,Charges/Fees,Low,Closed,2024-04-25,231.5
CP000811,C00672,B013,2026-01-23,Card Issue,Low,Closed,2026-01-29,404.01
CP000812,C00974,B017,2024-01-12,Card Issue,Medium,Closed,2024-01-14,127.0
CP000813,C00709,B011,2025-12-30,Unauthorized Transaction,Medium,Closed,2026-01-10,418.59
CP000814,C00259,B014,2024-06-30,ATM,Critical,Closed,2024-07-14,236.22
CP000815,C00254,B011,2026-02-19,ATM,Low,Closed,2026-02-23,516.42
CP000816,C00375,B001,2024-03-05,Account Service,High,Closed,2024-03-23,312.31
CP000817,C00989,B025,2026-08-27,Charges/Fees,Medium,Closed,2026-09-05,586.23
CP000818,C00395,B019,2026-04-05,Account Service,Medium,Closed,2026-04-05,664.21
CP000819,C00305,B002,2026-01-07,Loan Service,Medium,Closed,2026-01-16,241.11
CP000820,C00685,B001,2025-07-19,Unauthorized Transaction,High,Open,,592.74
CP000821,C00389,B016,2026-03-13,Card Issue,Low,Closed,2026-03-13,694.87
CP000822,C00942,B021,2025-03-08,Charges/Fees,Medium,Closed,2025-03-19,686.43
CP000823,C00105,B015,2025-07-21,ATM,Medium,Closed,2025-07-29,127.68
CP000824,C00006,B025,2025-05-02,Loan Service,Low,Closed,2025-05-04,83.32
CP000825,C00526,B022,2025-03-03,Card Issue,Medium,Closed,2025-03-15,326.06
CP000826,C00936,B024,2024-03-31,Unauthorized Transaction,Low,Closed,2024-04-10,80.4
CP000827,C00368,B014,2024-06-28,Account Service,Low,Closed,2024-07-06,531.43
CP000828,C00080,B023,2025-07-05,Card Issue,Medium,Closed,2025-07-13,444.78
CP000829,C00283,B011,2024-08-04,Loan Service,High,Closed,2024-08-14,477.85
CP000830,C00308,B016,2025-10-12,Charges/Fees,Low,Open,,77.14
CP000831,C01000,B016,2026-01-22,Loan Service,Medium,Closed,2026-01-31,570.78
CP000832,C00844,B023,2025-01-23,App/Login,Medium,Closed,2025-02-01,206.36
CP000833,C00565,B011,2026-05-03,ATM,High,Open,,474.52
CP000834,C00776,B022,2024-01-15,Loan Service,High,Closed,2024-01-15,630.96
CP000835,C00168,B024,2024-11-19,Charges/Fees,Medium,Closed,2024-11-26,286.22
CP000836,C00816,B023,2024-08-15,Card Issue,High,Closed,2024-08-23,673.22
CP000837,C00112,B020,2026-08-23,ATM,Medium,Closed,2026-09-04,669.64
CP000838,C00156,B010,2024-06-06,Account Service,Medium,Closed,2024-06-06,638.84
CP000839,C00103,B021,2025-08-08,App/Login,High,Closed,2025-09-02,661.98
CP000840,C00728,B016,2024-07-31,ATM,Low,Closed,2024-08-09,588.11
CP000841,C00574,B014,2025-05-03,Account Service,Medium,Closed,2025-05-07,696.25
CP000842,C00847,B019,2026-02-02,Charges/Fees,Medium,Closed,2026-02-07,330.34
CP000843,C00088,B020,2025-09-06,Card Issue,High,Closed,2025-09-25,252.94
CP000844,C00969,B019,2024-01-14,Card Issue,Medium,Closed,2024-01-23,167.63
CP000845,C00374,B005,2024-05-17,Unauthorized Transaction,Medium,Closed,2024-05-24,550.63
CP000846,C00980,B013,2024-01-16,Card Issue,High,Closed,2024-01-23,167.29
CP000847,C00382,B021,2025-04-04,ATM,Low,Closed,2025-04-10,172.75
CP000848,C00968,B013,2026-05-16,Charges/Fees,Medium,Closed,2026-05-19,180.83
CP000849,C00265,B002,2025-07-28,Account Service,Medium,Closed,2025-07-30,266.36
CP000850,C00368,B014,2024-12-25,ATM,Medium,Closed,2024-12-27,590.48
CP000851,C00729,B003,2025-05-13,Account Service,Medium,Closed,2025-05-15,246.74
CP000852,C00757,B020,2025-12-17,App/Login,Low,Open,,387.54
CP000853,C00018,B020,2025-03-08,Charges/Fees,High,Closed,2025-03-19,250.88
CP000854,C00351,B021,2025-10-22,Account Service,Low,Open,,544.88
CP000855,C00681,B024,2025-04-21,Charges/Fees,Medium,Closed,2025-04-27,465.5
CP000856,C00960,B004,2025-10-05,ATM,Medium,Closed,2025-10-05,78.41
CP000857,C00453,B015,2024-05-16,ATM,Critical,Closed,2024-06-03,816.56
CP000858,C00931,B004,2026-06-29,ATM,Low,Closed,2026-07-01,125.56
CP000859,C00671,B021,2026-01-30,Card Issue,High,Closed,2026-02-22,352.8
CP000860,C00038,B020,2024-12-08,App/Login,Low,Closed,2024-12-17,434.53
CP000861,C00005,B001,2025-02-05,Account Service,Low,Closed,2025-02-05,290.59
CP000862,C00582,B014,2024-04-20,Charges/Fees,High,Closed,2024-04-30,96.57
CP000863,C00501,B002,2025-06-14,Account Service,Low,Closed,2025-06-14,182.46
CP000864,C00602,B003,2024-07-17,Loan Service,High,Closed,2024-07-24,417.39
CP000865,C00602,B003,2024-05-27,Card Issue,Low,Closed,2024-06-06,209.05
CP000866,C00525,B019,2024-06-08,ATM,Medium,Closed,2024-06-19,113.39
CP000867,C00326,B009,2026-03-24,Loan Service,Medium,Closed,2026-04-03,287.05
CP000868,C00050,B004,2024-09-07,Charges/Fees,Medium,Closed,2024-09-17,131.8
CP000869,C00665,B024,2024-08-04,ATM,Medium,Closed,2024-08-08,696.7
CP000870,C00952,B004,2026-08-09,App/Login,High,Closed,2026-08-10,337.23
CP000871,C00605,B015,2024-07-16,Charges/Fees,Low,Closed,2024-07-19,314.83
CP000872,C00336,B018,2024-11-08,App/Login,Medium,Open,,620.1
CP000873,C00652,B015,2025-07-04,Account Service,Low,Closed,2025-07-10,678.7
CP000874,C00406,B011,2026-02-19,ATM,Medium,Closed,2026-02-27,515.73
CP000875,C00146,B016,2024-03-30,Loan Service,High,Closed,2024-04-11,353.23
CP000876,C00447,B002,2025-06-15,Unauthorized Transaction,Medium,Closed,2025-06-27,652.18
CP000877,C00813,B024,2024-09-28,ATM,Medium,Open,,543.12
CP000878,C00671,B021,2025-04-23,App/Login,Medium,Closed,2025-05-03,161.83
CP000879,C00819,B006,2026-03-19,ATM,Critical,Closed,2026-03-22,808.48
CP000880,C00219,B011,2025-01-04,Account Service,Low,Closed,2025-01-07,386.34
CP000881,C00741,B014,2026-05-27,Card Issue,Low,Closed,2026-06-04,486.44
CP000882,C00279,B008,2024-03-12,Card Issue,Medium,Closed,2024-03-22,282.73
CP000883,C00986,B013,2025-08-10,Unauthorized Transaction,Low,Closed,2025-08-13,663.7
CP000884,C00459,B011,2025-03-28,Unauthorized Transaction,High,Closed,2025-03-31,630.41
CP000885,C00828,B003,2025-12-23,ATM,Medium,Closed,2026-01-01,699.49
CP000886,C00775,B012,2024-01-29,Account Service,Low,Closed,2024-02-02,353.99
CP000887,C00766,B010,2026-08-13,Loan Service,Low,Closed,2026-08-15,599.18
CP000888,C00479,B021,2026-05-10,Card Issue,Medium,Closed,2026-05-19,275.5
CP000889,C00346,B015,2025-07-14,Charges/Fees,Medium,Closed,2025-07-19,171.47
CP000890,C00654,B006,2024-08-21,ATM,Low,Closed,2024-09-02,594.66
CP000891,C00826,B012,2025-08-02,App/Login,High,Closed,2025-08-13,669.34
CP000892,C00456,B013,2026-05-03,Unauthorized Transaction,Low,Closed,2026-05-08,237.79
CP000893,C00489,B005,2024-02-18,Loan Service,Low,Closed,2024-02-29,186.09
CP000894,C00903,B011,2026-06-08,Card Issue,Critical,Closed,2026-07-03,295.69
CP000895,C00060,B016,2025-06-13,App/Login,High,Closed,2025-06-30,194.94
CP000896,C00370,B018,2025-12-18,Loan Service,Medium,Closed,2025-12-30,229.23
CP000897,C00660,B017,2025-01-06,Loan Service,Low,Closed,2025-01-06,525.6
CP000898,C00321,B003,2025-05-24,Account Service,Low,Closed,2025-05-26,105.03
CP000899,C00624,B001,2025-04-12,Account Service,Medium,Closed,2025-04-12,448.11
CP000900,C00510,B011,2025-10-05,Charges/Fees,Medium,Closed,2025-10-13,187.47
CP000901,C00039,B007,2025-12-24,Charges/Fees,Medium,Closed,2025-12-28,485.61
CP000902,C00990,B004,2024-09-07,Charges/Fees,Low,Closed,2024-09-17,157.44
CP000903,C00891,B025,2026-08-20,Account Service,Medium,Closed,2026-08-30,492.71
CP000904,C00093,B008,2024-03-24,Card Issue,Low,Closed,2024-03-31,491.35
CP000905,C00605,B015,2025-02-23,ATM,Medium,Closed,2025-03-03,239.76
CP000906,C00947,B006,2024-03-23,Charges/Fees,High,Closed,2024-04-03,379.56
CP000907,C00770,B003,2026-01-31,App/Login,Medium,Closed,2026-02-05,682.77
CP000908,C00887,B002,2024-03-22,Account Service,Medium,Closed,2024-03-28,344.51
CP000909,C00825,B010,2025-01-30,ATM,Low,Closed,2025-01-31,560.65
CP000910,C00954,B015,2026-02-28,ATM,Low,Closed,2026-03-06,453.22
CP000911,C00701,B001,2025-09-07,Charges/Fees,Low,Closed,2025-09-14,478.57
CP000912,C00077,B010,2024-11-08,ATM,Medium,Open,,54.12
CP000913,C00448,B025,2025-03-30,Charges/Fees,Low,Closed,2025-04-09,350.59
CP000914,C00393,B020,2025-10-14,Charges/Fees,Medium,Closed,2025-10-15,654.25
CP000915,C00129,B007,2024-12-18,Card Issue,Medium,Closed,2024-12-27,597.69
CP000916,C00453,B015,2025-08-08,Charges/Fees,Medium,Closed,2025-08-16,62.0
CP000917,C00792,B003,2026-02-18,Unauthorized Transaction,High,Closed,2026-02-25,332.63
CP000918,C00334,B012,2025-01-15,Unauthorized Transaction,Medium,Open,,165.9
CP000919,C00523,B014,2024-05-07,Loan Service,High,Closed,2024-05-27,404.9
CP000920,C00884,B019,2025-11-19,Loan Service,Medium,Closed,2025-11-27,100.08
CP000921,C00030,B005,2025-02-14,Card Issue,Medium,Closed,2025-02-16,650.91
CP000922,C00313,B017,2026-06-22,Loan Service,Low,Closed,2026-06-30,361.08
CP000923,C00727,B003,2024-01-21,Charges/Fees,Medium,Closed,2024-02-02,135.31
CP000924,C00435,B006,2025-04-14,Account Service,High,Open,,347.99
CP000925,C00454,B023,2024-01-01,Unauthorized Transaction,High,Closed,2024-01-07,536.9
CP000926,C00932,B018,2024-05-05,ATM,Low,Closed,2024-05-07,598.41
CP000927,C00145,B019,2025-03-27,Card Issue,High,Closed,2025-03-27,672.87
CP000928,C00907,B014,2026-01-28,Loan Service,Medium,Closed,2026-01-31,518.57
CP000929,C00163,B016,2026-04-28,Card Issue,High,Closed,2026-05-09,676.66
CP000930,C00878,B017,2025-05-19,Card Issue,High,Closed,2025-06-03,128.75
CP000931,C00602,B003,2025-01-16,Account Service,High,Closed,2025-02-08,79.81
CP000932,C00064,B010,2024-09-15,Account Service,Low,Open,,121.45
CP000933,C00965,B002,2024-07-20,Account Service,High,Closed,2024-08-12,685.21
CP000934,C00648,B001,2025-06-30,Unauthorized Transaction,Low,Closed,2025-07-10,364.98
CP000935,C00995,B022,2025-05-07,Account Service,Low,Closed,2025-05-15,408.79
CP000936,C00609,B017,2025-05-01,ATM,High,Closed,2025-05-06,350.53
CP000937,C00779,B020,2026-02-15,Card Issue,Low,Closed,2026-02-20,558.47
CP000938,C00079,B012,2025-05-12,Charges/Fees,High,Closed,2025-05-14,455.5
CP000939,C00109,B023,2026-04-20,ATM,Medium,Closed,2026-04-29,277.8
CP000940,C00767,B004,2026-04-16,App/Login,Low,Closed,2026-04-26,514.66
CP000941,C00277,B012,2026-01-08,Card Issue,Low,Closed,2026-01-17,163.27
CP000942,C00125,B012,2025-04-20,Charges/Fees,High,Closed,2025-05-11,174.34
CP000943,C00985,B018,2026-05-10,Unauthorized Transaction,Low,Closed,2026-05-12,133.57
CP000944,C00358,B008,2024-03-11,ATM,High,Closed,2024-03-16,124.78
CP000945,C00220,B010,2026-02-12,Loan Service,Medium,Closed,2026-02-12,331.11
CP000946,C00197,B010,2024-10-17,Loan Service,Medium,Closed,2024-10-23,97.84
CP000947,C00803,B007,2026-07-18,Loan Service,High,Closed,2026-07-19,104.39
CP000948,C00660,B017,2026-03-16,Loan Service,Low,Closed,2026-03-22,66.2
CP000949,C00158,B004,2024-02-08,Account Service,Low,Closed,2024-02-11,574.0
CP000950,C00065,B005,2024-11-21,Card Issue,High,Closed,2024-12-11,213.2
CP000951,C00897,B002,2025-10-20,Account Service,Low,Closed,2025-10-24,271.67
CP000952,C00212,B025,2026-07-26,Account Service,Low,Closed,2026-07-29,196.84
CP000953,C00397,B003,2026-05-21,App/Login,Medium,Closed,2026-05-29,634.44
CP000954,C00061,B013,2026-04-16,Charges/Fees,Low,Closed,2026-04-21,550.63
CP000955,C00965,B002,2026-03-10,ATM,High,Closed,2026-03-11,570.84
CP000956,C00692,B017,2026-07-26,ATM,High,Closed,2026-08-11,261.4
CP000957,C00413,B022,2024-05-23,Loan Service,Low,Closed,2024-05-24,356.56
CP000958,C00437,B023,2026-01-17,Charges/Fees,Medium,Closed,2026-01-20,470.03
CP000959,C00394,B010,2024-08-27,Account Service,Medium,Open,,384.95
CP000960,C00945,B016,2026-04-06,Loan Service,High,Open,,568.59
CP000961,C00758,B012,2024-05-25,Account Service,Low,Closed,2024-06-06,365.03
CP000962,C00572,B010,2026-02-01,ATM,Medium,Closed,2026-02-04,238.67
CP000963,C00695,B014,2024-05-29,App/Login,Medium,Closed,2024-06-01,566.87
CP000964,C00811,B013,2024-11-23,Unauthorized Transaction,Low,Closed,2024-12-04,555.42
CP000965,C00122,B016,2026-05-06,Account Service,High,Closed,2026-05-07,119.66
CP000966,C00634,B022,2025-07-05,Loan Service,Low,Closed,2025-07-14,324.03
CP000967,C00992,B014,2025-04-15,Unauthorized Transaction,Low,Closed,2025-04-19,579.65
CP000968,C00078,B018,2026-06-16,Charges/Fees,High,Closed,2026-06-24,167.52
CP000969,C00202,B015,2024-04-05,Card Issue,Low,Closed,2024-04-06,341.34
CP000970,C00391,B023,2025-04-20,Account Service,Low,Closed,2025-05-01,448.77
CP000971,C00254,B011,2026-03-30,Loan Service,Low,Closed,2026-04-04,199.26
CP000972,C00461,B010,2024-02-26,Loan Service,Low,Closed,2024-03-06,401.34
CP000973,C00667,B019,2024-09-23,Account Service,Medium,Closed,2024-10-01,574.93
CP000974,C00313,B017,2025-02-19,ATM,Low,Closed,2025-03-02,465.42
CP000975,C00329,B022,2024-01-01,App/Login,Low,Closed,2024-01-12,485.46
CP000976,C00775,B012,2024-09-26,Account Service,Medium,Closed,2024-09-29,164.59
CP000977,C00790,B001,2025-07-01,Loan Service,High,Open,,242.85
CP000978,C00309,B014,2024-09-13,Card Issue,Low,Closed,2024-09-14,328.57
