transaction_id,account_id,customer_id,branch_id,transaction_datetime,transaction_type,transaction_amount,currency,channel,merchant_category,transaction_city,device_id,transaction_status,fee_amount,operational_cost,fraud_confirmed
T00014601,A000286,C00198,B014,2025-11-10 18:07:04,Credit,52116.31,INR,Net Banking,ATM,Madurai,D00198-1,Success,9.11,24.61,No
T00014620,A000413,C00289,B024,2026-07-04 03:41:49,Debit,34638.2,INR,UPI,Grocery,Pune,D00289-1,Success,26.74,6.8,No
T00014625,A000828,C00575,B014,2026-03-27 00:58:18,Debit,19977.78,INR,ATM,Dining,Delhi,D00575-1,Success,22.87,28.13,No
T00014657,A000456,C00319,B009,2026-05-21 15:39:23,Debit,26794.33,INR,Mobile Banking,Electronics,Kolkata,D00319-1,Success,12.44,16.22,No
T00014658,A000173,C00114,B023,2025-12-27 14:32:36,Debit,22589.69,INR,Net Banking,Utilities,Hyderabad,D00114-1,Success,13.94,26.68,No
T00014692,A001195,C00831,B024,2026-07-01 21:08:14,Debit,131237.1,INR,Net Banking,Grocery,Coimbatore,D00831-1,Success,13.66,8.15,No
T00014707,A001141,C00795,B009,2026-01-01 19:35:28,Debit,24925.42,INR,UPI,Transfer,Hyderabad,D00795-1,Success,9.43,6.73,No
T00014719,A001351,C00940,B023,2026-07-14 23:15:10,Debit,20744.22,INR,Mobile Banking,Transfer,Madurai,D00940-1,Success,4.46,9.95,No
T00014747,A000090,C00055,B008,2024-04-28 04:42:46,Debit,42088.95,INR,ATM,Fuel,Kochi,D00055-1,Success,17.56,29.29,No
T00014750,A000006,C00004,B017,2024-11-10 04:50:52,Debit,23971.48,INR,Net Banking,Electronics,Kolkata,D00004-1,Success,30.18,27.5,No
T00014763,A000792,C00548,B016,2026-08-29 09:32:55,Debit,38396.96,INR,Card,Fuel,Mumbai,D00548-1,Success,5.91,24.73,No
T00014792,A000028,C00021,B012,2024-01-07 19:00:38,Debit,23159.64,INR,UPI,Dining,Mumbai,D00021-1,Failed,6.79,8.64,No
T00014798,A001108,C00775,B012,2024-07-23 10:06:06,Credit,51790.19,INR,Card,Healthcare,Mumbai,D00775-1,Success,9.38,6.63,No
T00014806,A001016,C00713,B016,2024-04-05 18:34:25,Debit,38073.06,INR,Net Banking,Travel,Coimbatore,D00713-1,Success,9.53,11.8,No
T00014808,A001099,C00770,B003,2026-06-15 03:26:28,Debit,37694.91,INR,UPI,ATM,Mumbai,D00770-1,Success,26.31,21.27,No
T00014809,A000568,C00399,B018,2025-03-01 02:18:28,Debit,45541.71,INR,UPI,Transfer,Madurai,D00399-1,Success,13.74,29.47,No
T00014811,A000074,C00048,B016,2026-03-18 21:35:17,Debit,45384.15,INR,UPI,Grocery,Bengaluru,D00048-1,Success,29.05,15.47,No
T00014815,A000357,C00248,B018,2025-03-14 11:09:57,Credit,22637.63,INR,UPI,Utilities,Hyderabad,D00248-1,Success,10.87,27.03,No
T00014818,A000898,C00624,B001,2026-03-05 13:26:17,Debit,28946.38,INR,UPI,Fuel,Coimbatore,D00624-1,Success,34.96,17.73,No
T00014839,A000676,C00468,B022,2026-05-18 16:11:46,Credit,23495.01,INR,Card,Grocery,Coimbatore,D00468-1,Success,7.97,28.07,No
T00014871,A001322,C00918,B021,2025-06-13 12:45:48,Debit,48639.54,INR,UPI,Electronics,Bengaluru,D00918-1,Success,32.77,5.9,No
T00014891,A000067,C00044,B004,2025-07-05 22:08:55,Debit,38197.88,INR,Net Banking,Fuel,Coimbatore,D00044-1,Success,10.76,22.98,No
T00014893,A000797,C00551,B010,2026-02-06 07:31:50,Credit,21666.26,INR,Mobile Banking,Transfer,Pune,D00551-1,Success,3.82,14.29,No
T00014906,A000160,C00103,B021,2024-06-20 17:16:15,Debit,22137.03,INR,Card,Dining,Madurai,D00103-1,Success,10.8,5.86,No
T00014912,A000325,C00224,B024,2025-03-15 12:47:21,Credit,20785.86,INR,UPI,ATM,Mumbai,D00224-1,Reversed,4.02,10.07,No
T00014918,A000532,C00374,B005,2024-05-11 00:20:22,Debit,27580.14,INR,Branch,Healthcare,Kochi,D00374-1,Failed,28.85,19.93,No
T00014921,A000378,C00264,B010,2025-03-24 10:53:25,Debit,28079.12,INR,UPI,E-Commerce,Kochi,D00264-1,Success,34.13,29.42,No
T00014923,A001368,C00952,B004,2025-01-02 15:23:08,Debit,25603.27,USD,UPI,Transfer,Mumbai,D00952-1,Success,25.85,9.9,No
T00014931,A000730,C00504,B014,2026-05-22 14:05:05,Debit,41566.31,INR,Card,Transfer,Kochi,D00504-1,Success,32.0,20.78,No
T00014934,A000870,C00603,B007,2025-02-11 13:27:22,Debit,31843.49,INR,UPI,Fuel,Madurai,D00603-1,Success,10.66,29.06,No
T00014940,A000457,C00320,B019,2025-05-14 02:07:50,Credit,43158.44,INR,Net Banking,Transfer,Pune,D00320-1,Success,14.15,23.09,No
T00014980,A001072,C00751,B017,2026-07-24 15:44:02,Credit,20748.85,INR,UPI,Grocery,Kolkata,D00751-1,Success,20.17,23.8,No
T00015055,A001013,C00711,B020,2025-12-12 23:01:33,Credit,22219.87,INR,UPI,E-Commerce,Pune,D00711-1,Success,6.89,24.72,No
T00015067,A000868,C00601,B022,2026-07-01 13:52:31,Debit,29657.2,INR,Mobile Banking,Electronics,Pune,D00601-1,Success,28.4,27.94,No
T00015082,A000519,C00362,B008,2026-05-10 09:25:26,Debit,20729.86,INR,UPI,Grocery,Pune,D00362-1,Success,3.44,15.69,No
T00015095,A000979,C00686,B007,2024-11-21 09:05:49,Credit,31202.99,INR,UPI,Transfer,Delhi,D00686-1,Success,6.91,9.28,No
T00015108,A001236,C00861,B009,2025-12-28 15:46:38,Debit,21822.72,INR,Card,Electronics,Chennai,D00861-1,Success,19.67,24.82,No
T00015139,A000341,C00237,B005,2026-05-16 08:58:03,Credit,29304.85,INR,Net Banking,Transfer,Pune,D00237-1,Success,20.91,21.61,No
T00015141,A000504,C00352,B018,2025-04-10 02:33:11,Debit,24141.79,INR,Card,E-Commerce,Kochi,D00352-1,Failed,17.93,5.3,No
T00015144,A001148,C00800,B009,2026-01-21 22:21:59,Debit,20486.55,INR,ATM,Travel,Pune,D00800-1,Success,9.94,26.38,No
T00015148,A000950,C00663,B014,2024-05-06 22:34:36,Debit,30634.33,INR,Card,Transfer,Coimbatore,D00663-1,Success,8.09,12.91,No
T00015179,A001079,C00757,B020,2026-01-26 22:21:21,Debit,26276.54,INR,ATM,Healthcare,Chennai,D00757-1,Failed,26.32,11.79,No
T00015201,A001379,C00959,B023,2025-03-01 04:05:33,Debit,33561.54,INR,ATM,Dining,Mumbai,D00959-1,Success,22.42,28.46,No
T00015237,A001170,C00815,B017,2024-10-06 06:36:23,Debit,33785.71,INR,UPI,Grocery,Pune,D00815-1,Success,23.4,27.29,No
T00015240,A001116,C00779,B020,2026-05-26 15:59:57,Debit,58558.18,INR,UPI,Grocery,Kolkata,D00779-1,Success,29.04,6.84,No
T00015242,A000931,C00651,B002,2025-04-15 15:05:11,Debit,21362.81,INR,Card,Transfer,Madurai,D00651-1,Success,6.46,14.98,No
T00015244,A000162,C00105,B015,2024-08-27 15:47:51,Credit,31612.16,INR,Net Banking,Healthcare,Pune,D00105-1,Success,21.67,12.23,No
T00015245,A001419,C00988,B013,2025-05-29 21:11:24,Credit,28294.24,INR,UPI,E-Commerce,Mumbai,D00988-1,Success,20.3,14.54,No
T00015257,A000171,C00112,B020,2025-09-16 09:04:46,Debit,35828.45,INR,UPI,Electronics,Madurai,D00112-1,Success,11.65,15.22,No
T00015260,A000672,C00465,B015,2025-06-09 17:42:22,Debit,22028.63,INR,UPI,Electronics,Chennai,D00465-1,Success,18.92,7.53,No
T00015297,A000768,C00533,B007,2026-08-09 23:33:29,Debit,83198.07,INR,UPI,E-Commerce,Bengaluru,D00533-1,Success,14.83,13.76,No
T00015311,A001143,C00797,B002,2026-05-18 15:33:58,Debit,24832.52,INR,UPI,Transfer,Bengaluru,D00797-1,Success,26.22,26.91,No
T00015325,A000632,C00441,B007,2026-03-12 14:09:25,Credit,36207.08,INR,UPI,Healthcare,Pune,D00441-1,Success,5.07,18.2,No
T00015372,A000524,C00366,B006,2025-11-24 02:42:47,Debit,22232.33,INR,Card,Utilities,Delhi,D00366-1,Success,13.9,7.95,No
T00015377,A000922,C00642,B016,2026-05-15 04:16:26,Credit,31353.79,INR,Card,Healthcare,Kolkata,D00642-1,Success,6.88,10.6,No
T00015418,A000831,C00578,B022,2025-05-14 16:16:43,Debit,26122.48,INR,Net Banking,Utilities,Chennai,D00578-1,Success,33.43,14.47,No
T00015428,A000943,C00659,B005,2025-02-10 10:26:32,Debit,38340.19,INR,UPI,Utilities,Coimbatore,D00659-1,Success,28.87,3.0,No
T00015432,A000848,C00591,B005,2026-04-16 15:44:58,Debit,23219.7,INR,Net Banking,Travel,Hyderabad,D00591-1,Success,30.76,19.18,No
T00015457,A001162,C00809,B020,2026-04-30 13:47:44,Debit,39605.96,INR,UPI,Fuel,Pune,D00809-1,Success,29.57,27.47,No
T00015462,A001066,C00748,B009,2025-04-06 14:52:24,Debit,25160.92,INR,Card,Fuel,Madurai,D00748-1,Success,29.18,25.18,No
T00015468,A000737,C00509,B005,2024-02-17 21:58:17,Debit,22861.54,INR,UPI,Travel,Pune,D00509-1,Success,7.56,13.59,No
T00015485,A000913,C00634,B022,2025-05-02 01:29:22,Debit,29205.85,USD,UPI,Healthcare,Coimbatore,D00634-1,Success,1.09,9.65,No
T00015499,A000839,C00584,B003,2026-03-23 06:00:33,Debit,21304.23,INR,Branch,Fuel,Kochi,D00584-1,Success,24.33,15.45,No
T00015520,A000215,C00146,B016,2025-11-27 11:45:55,Debit,38379.33,INR,Net Banking,ATM,Kochi,D00146-1,Success,21.93,16.76,No
T00015524,A001276,C00887,B002,2024-10-19 21:08:46,Debit,40357.79,INR,Net Banking,Dining,Coimbatore,D00887-1,Success,12.66,2.59,No
T00015589,A000152,C00098,B001,2026-05-09 02:58:54,Debit,32868.69,INR,ATM,Utilities,Hyderabad,D00098-1,Success,6.9,15.78,No
T00015595,A000681,C00472,B024,2024-09-21 12:39:01,Debit,28142.88,INR,Card,Travel,Hyderabad,D00472-1,Success,9.73,13.56,No
T00015604,A001390,C00967,B006,2026-07-30 18:26:41,Credit,25946.71,INR,UPI,E-Commerce,Delhi,D00967-1,Success,34.92,4.12,No
T00015625,A000451,C00315,B006,2026-07-14 09:11:57,Credit,41021.31,INR,ATM,Fuel,Chennai,D00315-1,Success,0.33,11.12,No
T00015654,A001307,C00910,B015,2026-03-07 04:44:12,Debit,27772.59,INR,UPI,Fuel,Mumbai,D00910-1,Success,16.08,22.04,No
T00015673,A000637,C00444,B020,2026-08-15 01:18:55,Credit,42868.53,INR,UPI,Travel,Chennai,D00444-1,Success,32.31,24.09,No
T00015696,A001061,C00745,B007,2026-03-12 08:23:33,Debit,96123.53,INR,ATM,Utilities,Coimbatore,D00745-1,Success,10.16,6.92,No
T00015705,A001405,C00978,B018,2024-07-27 01:33:29,Credit,32821.75,INR,UPI,Travel,Pune,D00978-1,Success,22.85,28.3,No
T00015720,A000193,C00129,B007,2026-08-31 21:16:12,Credit,23601.48,INR,UPI,Grocery,Kolkata,D00129-1,Success,2.79,6.77,No
T00015735,A001047,C00736,B004,2024-11-05 19:42:51,Debit,19747.67,INR,Net Banking,Dining,Kolkata,D00736-1,Success,21.08,3.69,No
T00015748,A000817,C00565,B011,2024-03-06 05:30:13,Credit,29976.36,INR,UPI,ATM,Hyderabad,D00565-1,Success,12.35,22.39,No
T00015757,A001429,C00995,B022,2024-03-24 18:41:09,Credit,24172.5,INR,UPI,E-Commerce,Mumbai,D00995-1,Success,25.6,16.28,No
T00015769,A000263,C00181,B023,2024-06-09 21:56:24,Debit,24294.24,INR,UPI,Dining,Coimbatore,D00181-1,Success,17.34,14.74,No
T00015777,A000056,C00039,B007,2025-12-20 07:22:13,Debit,20876.37,INR,Mobile Banking,Healthcare,Kolkata,D00039-1,Success,25.78,3.73,No
T00015806,A000074,C00048,B016,2026-05-22 18:30:27,Debit,56136.96,INR,UPI,Utilities,Bengaluru,D00048-1,Success,6.12,23.58,No
T00015811,A000917,C00637,B012,2025-12-14 06:31:49,Debit,28845.4,INR,Card,Grocery,Madurai,D00637-1,Success,4.65,23.13,No
T00015815,A000178,C00117,B008,2024-01-18 00:01:22,Credit,36213.26,INR,UPI,Fuel,Kochi,D00117-1,Success,20.26,6.64,No
T00015820,A000991,C00695,B014,2026-06-04 17:54:02,Debit,22335.76,INR,UPI,ATM,Kolkata,D00695-1,Success,26.74,19.93,No
T00015821,A001354,C00942,B021,2024-02-11 07:58:46,Debit,20757.19,INR,Branch,E-Commerce,Kochi,D00942-1,Success,26.38,9.06,No
T00015825,A001354,C00942,B021,2026-05-03 16:12:38,Debit,36216.78,INR,UPI,Travel,Kochi,D00942-1,Success,33.9,7.6,No
T00015826,A000713,C00494,B025,2026-04-24 00:16:14,Debit,32748.12,INR,Card,E-Commerce,Mumbai,D00494-1,Success,12.46,21.81,No
T00015829,A001088,C00763,B001,2025-11-18 16:32:08,Credit,21433.79,INR,Net Banking,Healthcare,Hyderabad,D00763-1,Success,10.44,2.73,No
T00015846,A000049,C00034,B008,2025-07-19 22:18:43,Credit,28241.87,INR,UPI,E-Commerce,Delhi,D00034-1,Success,25.11,29.19,No
T00015849,A000121,C00075,B022,2026-03-15 07:56:30,Debit,37390.14,INR,UPI,Fuel,Delhi,D00075-1,Success,11.59,25.87,No
T00015864,A000964,C00676,B010,2026-02-17 15:38:38,Credit,24865.65,INR,Net Banking,Healthcare,Kochi,D00676-1,Success,20.14,11.39,No
T00015873,A000217,C00148,B016,2024-11-14 13:10:46,Debit,127436.45,INR,UPI,Grocery,Kolkata,D00148-1,Success,9.78,23.52,No
T00015881,A000921,C00641,B001,2026-02-13 03:56:46,Debit,41861.2,INR,UPI,Dining,Kochi,D00641-1,Success,26.93,20.39,No
T00015942,A000488,C00342,B003,2024-05-10 22:06:54,Credit,20106.35,INR,Mobile Banking,Dining,Pune,D00342-1,Success,21.41,3.39,No
T00015963,A000290,C00201,B010,2025-09-15 00:36:55,Credit,36980.27,INR,Card,E-Commerce,Kochi,D00201-1,Success,1.5,21.54,No
T00015968,A000180,C00119,B012,2026-04-21 13:33:55,Debit,90571.5,INR,Card,Dining,Pune,D00119-1,Success,9.84,15.03,No
T00015976,A000604,C00423,B013,2025-04-29 12:18:21,Credit,29769.03,INR,UPI,Transfer,Madurai,D00423-1,Success,26.07,21.16,No
T00015980,A000765,C00531,B007,2025-11-03 12:01:56,Debit,27518.62,INR,UPI,Utilities,Madurai,D00531-1,Success,6.03,24.55,No
T00015983,A001073,C00752,B008,2025-01-16 14:05:54,Debit,27406.38,INR,Mobile Banking,Electronics,Chennai,D00752-1,Success,25.12,11.52,No
T00016021,A000393,C00274,B007,2026-07-02 23:01:25,Debit,36100.48,INR,UPI,Grocery,Pune,D00274-1,Success,19.66,20.09,No
T00016039,A001199,C00834,B013,2026-03-26 09:35:40,Credit,26053.38,INR,UPI,Dining,Chennai,D00834-1,Success,10.49,13.9,No
T00016051,A001412,C00983,B007,2024-06-23 01:23:07,Debit,36581.2,INR,Card,Electronics,Chennai,D00983-1,Failed,7.23,11.67,No
T00016054,A000849,C00591,B005,2026-02-08 00:17:52,Credit,20745.41,INR,UPI,Grocery,Hyderabad,D00591-1,Success,11.35,24.22,No
T00016069,A001182,C00823,B004,2026-07-24 06:40:25,Debit,20791.36,INR,Net Banking,Healthcare,Hyderabad,D00823-1,Failed,5.37,26.32,No
T00016076,A000452,C00316,B017,2025-12-04 22:25:56,Debit,30721.53,INR,Net Banking,Transfer,Coimbatore,D00316-1,Success,14.87,2.12,No
T00016085,A000959,C00671,B021,2026-02-19 04:06:49,Credit,27532.66,INR,UPI,Dining,Coimbatore,D00671-1,Success,13.37,18.93,No
T00016087,A000927,C00647,B008,2025-10-01 23:56:25,Credit,27738.35,INR,Branch,Dining,Kochi,D00647-1,Success,10.82,21.47,No
T00016094,A001318,C00915,B014,2026-03-04 10:19:00,Debit,27658.87,INR,Net Banking,Transfer,Madurai,D00915-1,Failed,8.52,17.6,No
T00016102,A001272,C00885,B021,2026-07-19 07:21:29,Debit,60147.75,INR,Net Banking,ATM,Chennai,D00885-1,Success,22.08,19.91,No
T00016112,A001366,C00952,B004,2026-06-18 17:52:54,Debit,70956.14,INR,UPI,Transfer,Mumbai,D00952-1,Success,6.21,16.95,No
T00016147,A000279,C00194,B020,2026-08-29 17:55:25,Debit,23302.79,INR,UPI,ATM,Kochi,D00194-1,Success,7.78,23.4,No
T00016156,A000463,C00324,B022,2025-11-18 11:10:47,Debit,20221.7,INR,UPI,Grocery,Bengaluru,D00324-1,Success,25.99,28.37,No
T00016163,A001101,C00772,B003,2026-03-08 01:52:33,Debit,21784.21,INR,Card,ATM,Mumbai,D00772-1,Success,12.97,22.02,No
T00016168,A000368,C00256,B006,2026-07-10 14:45:15,Credit,38617.53,INR,Mobile Banking,Transfer,Pune,D00256-1,Success,15.97,17.63,No
T00016170,A000165,C00108,B020,2025-07-08 21:59:08,Debit,26424.4,INR,UPI,Fuel,Bengaluru,D00108-1,Success,20.08,24.11,No
T00016202,A000934,C00652,B015,2026-08-29 05:01:41,Debit,21000.01,INR,ATM,Utilities,Delhi,D00652-1,Success,9.32,3.02,No
T00016207,A000398,C00279,B008,2026-01-31 22:23:40,Debit,26445.48,USD,ATM,Healthcare,Chennai,D00279-1,Success,19.26,20.2,No
T00016210,A000580,C00408,B025,2025-04-10 02:53:58,Debit,20098.75,INR,UPI,ATM,Kolkata,D00408-1,Success,19.03,28.19,No
T00016213,A000584,C00410,B006,2024-12-10 18:25:54,Debit,21135.75,INR,UPI,Electronics,Pune,D00410-1,Success,33.5,12.56,No
T00016217,A001007,C00706,B015,2025-05-01 20:55:36,Credit,21852.62,INR,UPI,Healthcare,Delhi,D00706-1,Success,0.8,7.53,No
T00016221,A000057,C00040,B012,2025-07-27 02:16:52,Debit,26204.74,INR,UPI,Travel,Kolkata,D00040-1,Success,19.33,6.71,No
T00016236,A000664,C00460,B005,2025-06-08 11:30:24,Debit,31424.44,INR,Net Banking,E-Commerce,Kochi,D00460-1,Success,30.35,24.95,No
T00016241,A001339,C00932,B018,2026-01-04 11:59:38,Credit,23608.94,INR,Branch,Transfer,Delhi,D00932-1,Success,22.28,26.76,No
T00016256,A001064,C00748,B009,2026-02-11 22:03:40,Debit,21986.89,INR,ATM,ATM,Madurai,D00748-1,Failed,32.43,3.46,No
T00016267,A000831,C00578,B022,2026-06-08 01:21:19,Credit,30970.21,INR,UPI,Travel,Chennai,D00578-1,Success,30.16,28.87,No
T00016297,A001370,C00954,B015,2026-02-19 21:13:10,Debit,35904.62,INR,Mobile Banking,Transfer,Chennai,D00954-1,Success,9.06,2.43,No
T00016298,A000166,C00109,B023,2025-02-24 18:55:26,Debit,20712.69,INR,UPI,Utilities,Pune,D00109-1,Success,29.92,23.58,No
T00016323,A001306,C00909,B021,2026-06-05 08:57:21,Credit,45024.93,INR,UPI,Utilities,Kochi,D00909-1,Success,13.15,3.08,No
T00016354,A001220,C00849,B017,2026-01-14 08:45:40,Debit,61615.83,INR,UPI,ATM,Pune,D00849-1,Success,16.64,6.32,No
T00016373,A001403,C00976,B010,2024-05-09 11:10:09,Debit,36324.88,INR,Net Banking,Transfer,Coimbatore,D00976-1,Success,20.74,20.46,No
T00016388,A001046,C00735,B007,2025-12-06 11:05:22,Credit,28390.11,INR,UPI,E-Commerce,Delhi,D00735-1,Success,5.65,4.49,No
T00016393,A000967,C00679,B001,2024-06-17 15:09:51,Debit,26177.31,INR,Card,E-Commerce,Pune,D00679-1,Success,9.16,4.96,No
T00016424,A000904,C00628,B006,2025-01-25 09:12:47,Debit,48901.23,INR,UPI,Fuel,Mumbai,D00628-1,Failed,22.57,15.75,No
T00016455,A001057,C00742,B014,2024-01-16 01:53:42,Debit,33163.24,INR,UPI,Electronics,Pune,D00742-1,Success,23.66,10.55,No
T00016456,A000765,C00531,B007,2026-06-29 10:09:59,Debit,24654.29,INR,UPI,Dining,Madurai,D00531-1,Success,3.89,26.43,No
T00016472,A000192,C00128,B008,2026-08-14 01:04:22,Debit,24124.78,INR,UPI,Transfer,Bengaluru,D00128-1,Success,27.52,21.44,No
T00016490,A000881,C00612,B020,2025-02-26 04:45:14,Credit,24676.47,INR,Card,Grocery,Mumbai,D00612-1,Success,0.57,11.43,No
T00016494,A000004,C00003,B022,2026-03-26 21:24:15,Debit,20228.24,INR,Net Banking,E-Commerce,Kolkata,D00003-1,Success,32.62,7.24,No
T00016525,A000695,C00484,B024,2024-02-27 05:19:10,Debit,20507.13,INR,UPI,E-Commerce,Pune,D00484-1,Success,13.41,10.69,No
T00016531,A000638,C00445,B010,2024-10-27 20:24:53,Debit,28202.22,INR,UPI,Travel,Chennai,D00445-1,Success,31.01,26.54,No
T00016537,A000082,C00052,B001,2025-03-09 16:49:11,Debit,25763.09,INR,Card,Fuel,Hyderabad,D00052-1,Success,31.69,24.6,No
T00016567,A001141,C00795,B009,2026-07-26 00:48:35,Debit,23684.42,INR,Net Banking,Grocery,Hyderabad,D00795-1,Success,13.11,28.49,No
T00016570,A000595,C00417,B018,2025-01-04 18:35:51,Debit,52921.08,INR,UPI,Travel,Hyderabad,D00417-1,Success,3.71,5.58,No
T00016604,A000592,C00415,B016,2026-06-13 12:14:05,Credit,53851.11,INR,Mobile Banking,ATM,Hyderabad,D00415-1,Success,9.84,13.2,No
T00016609,A000940,C00657,B022,2025-04-09 13:13:07,Credit,36943.24,INR,UPI,Electronics,Bengaluru,D00657-1,Success,30.6,24.07,No
T00016622,A000639,C00445,B010,2024-07-12 09:39:17,Debit,25315.17,INR,ATM,Transfer,Chennai,D00445-1,Success,28.4,19.35,No
T00016627,A000131,C00084,B011,2025-11-13 02:38:58,Debit,32508.05,INR,Mobile Banking,Grocery,Chennai,D00084-1,Success,9.89,16.49,No
T00016629,A001200,C00834,B013,2024-12-19 04:58:11,Debit,21232.1,INR,UPI,Dining,Chennai,D00834-1,Success,10.63,6.76,No
T00016636,A000924,C00644,B001,2025-02-09 00:07:36,Debit,31967.7,INR,Mobile Banking,Grocery,Pune,D00644-1,Success,23.76,22.32,No
T00016640,A000140,C00090,B009,2025-10-02 04:44:36,Debit,48324.65,INR,UPI,Travel,Madurai,D00090-1,Success,4.64,29.2,No
T00016675,A000413,C00289,B024,2026-03-01 22:12:51,Debit,23582.92,INR,Card,Healthcare,Pune,D00289-1,Success,23.99,5.27,No
T00016686,A000271,C00188,B014,2025-07-22 11:36:42,Debit,20187.24,INR,UPI,ATM,Hyderabad,D00188-1,Success,20.39,2.44,No
T00016688,A000457,C00320,B019,2026-01-23 03:28:24,Debit,64903.12,INR,ATM,Electronics,Pune,D00320-1,Success,11.53,23.4,No
T00016705,A001343,C00935,B023,2024-11-30 08:13:37,Debit,25265.94,INR,UPI,Dining,Hyderabad,D00935-1,Success,26.23,13.2,No
T00016710,A000247,C00169,B008,2026-01-28 11:25:41,Debit,27308.65,INR,UPI,Electronics,Chennai,D00169-1,Success,15.49,23.74,No
T00016718,A000316,C00219,B011,2025-01-07 19:42:38,Debit,44197.38,INR,Card,Dining,Pune,D00219-1,Success,18.6,24.79,No
T00016721,A000276,C00192,B006,2024-08-17 14:42:37,Debit,56187.63,INR,UPI,Dining,Kolkata,D00192-1,Success,22.83,16.07,No
T00016735,A001058,C00743,B008,2026-07-07 13:41:53,Debit,34305.75,INR,Card,Travel,Coimbatore,D00743-1,Success,25.33,2.86,No
T00016738,A000284,C00197,B010,2025-10-09 13:02:42,Credit,42649.56,INR,Card,Healthcare,Hyderabad,D00197-1,Success,12.02,18.5,No
T00016744,A000594,C00416,B006,2026-08-22 15:20:40,Debit,20755.2,INR,Card,Healthcare,Coimbatore,D00416-1,Success,1.01,6.98,No
T00016777,A000371,C00259,B014,2024-09-27 19:35:07,Credit,24822.83,INR,UPI,ATM,Bengaluru,D00259-1,Success,12.88,10.81,No
T00016783,A001055,C00742,B014,2025-09-23 12:34:10,Debit,24333.49,INR,Card,Fuel,Pune,D00742-1,Success,10.09,15.44,No
T00016795,A001381,C00960,B004,2024-06-19 20:21:33,Debit,47352.64,INR,Card,Transfer,Hyderabad,D00960-1,Success,7.04,16.63,No
T00016806,A000470,C00329,B022,2025-02-14 15:06:08,Debit,36093.73,INR,UPI,Transfer,Mumbai,D00329-1,Success,0.52,4.88,No
T00016812,A000225,C00152,B007,2025-04-02 02:00:03,Debit,25852.04,INR,UPI,Travel,Chennai,D00152-1,Success,33.2,22.11,No
T00016842,A000016,C00011,B009,2024-05-28 20:55:36,Debit,27588.82,INR,UPI,ATM,Bengaluru,D00011-1,Success,14.26,23.65,No
T00016844,A000938,C00655,B025,2025-12-10 11:07:04,Debit,29076.99,INR,Card,Healthcare,Chennai,D00655-1,Success,0.85,15.07,No
T00016847,A000634,C00442,B011,2024-09-27 08:07:27,Debit,28080.28,INR,UPI,Fuel,Chennai,D00442-1,Success,30.9,13.95,No
T00016861,A000880,C00611,B011,2026-08-04 02:32:22,Debit,27320.4,INR,Card,Healthcare,Kolkata,D00611-1,Success,29.37,28.47,No
T00016890,A001132,C00788,B020,2025-12-08 03:10:24,Debit,44618.76,INR,UPI,Dining,Pune,D00788-1,Success,5.83,20.93,No
T00016898,A000842,C00587,B009,2025-08-08 09:03:46,Debit,27360.21,INR,Mobile Banking,Utilities,Chennai,D00587-1,Success,27.08,23.01,No
T00016915,A000787,C00544,B001,2025-10-18 00:52:23,Debit,26506.24,INR,UPI,Fuel,Madurai,D00544-1,Success,10.24,22.76,No
T00016938,A001022,C00717,B011,2025-08-25 13:44:19,Debit,22260.46,INR,Mobile Banking,Fuel,Kochi,D00717-1,Success,26.35,11.21,No
T00016959,A000672,C00465,B015,2025-01-26 18:06:30,Debit,22977.66,INR,Card,Dining,Chennai,D00465-1,Success,11.76,4.51,No
T00016961,A001057,C00742,B014,2025-04-10 15:10:52,Debit,22359.93,INR,Mobile Banking,Healthcare,Pune,D00742-1,Success,24.2,10.33,No
T00017077,A000258,C00177,B005,2025-06-05 15:31:36,Credit,20137.26,INR,UPI,Electronics,Pune,D00177-1,Success,22.15,16.01,No
T00017079,A000525,C00367,B012,2024-09-02 03:01:20,Debit,31218.66,INR,UPI,Electronics,Pune,D00367-1,Success,25.3,3.8,No
T00017085,A000246,C00169,B008,2025-01-05 10:47:42,Credit,40487.0,INR,UPI,Utilities,Chennai,D00169-1,Success,33.48,14.94,No
T00017100,A000742,C00511,B016,2025-10-31 01:09:42,Debit,50640.09,INR,Card,Healthcare,Bengaluru,D00511-1,Success,2.68,4.93,No
T00017112,A001035,C00725,B004,2024-03-06 14:54:27,Debit,106037.73,INR,Net Banking,Healthcare,Mumbai,D00725-1,Success,18.35,12.72,No
T00017126,A000224,C00151,B018,2026-07-14 03:55:53,Debit,45852.81,INR,Card,Healthcare,Pune,D00151-1,Success,10.47,13.37,No
T00017127,A000005,C00003,B022,2025-03-11 06:11:47,Debit,31311.0,INR,Card,Utilities,Kolkata,D00003-1,Success,29.1,17.11,No
T00017129,A000034,C00025,B014,2024-10-23 17:01:58,Debit,23090.76,INR,Net Banking,Fuel,Hyderabad,D00025-1,Success,14.7,15.67,No
T00017130,A000688,C00479,B021,2025-02-19 18:17:39,Debit,21786.73,INR,Branch,Dining,Kochi,D00479-1,Success,19.34,12.0,No
T00017133,A001295,C00901,B002,2024-10-24 18:57:13,Debit,22877.82,INR,Net Banking,Dining,Coimbatore,D00901-1,Success,1.35,10.96,No
T00017156,A000960,C00672,B013,2026-07-17 05:18:21,Debit,32446.89,INR,Net Banking,Grocery,Chennai,D00672-1,Success,10.63,15.38,No
