transaction_id,account_id,customer_id,branch_id,transaction_datetime,transaction_type,transaction_amount,currency,channel,merchant_category,transaction_city,device_id,transaction_status,fee_amount,operational_cost,fraud_confirmed,high_value_flag,rapid_transaction_flag,location_change_flag,failed_transaction_flag,basic_fraud_flag_count,previous_transaction_time,minutes_since_previous,unusual_amount_flag,previous_city,multiple_device_flag,unusual_merchant_flag,repeated_failed_flag,failed_login_flag,previous_customer_transaction,days_since_previous,high_value_after_dormant_flag,fraud_risk_score,fraud_risk_level
T00001963,A000946,C00661,B019,2026-02-14 14:58:35,Debit,30267.7,INR,Card,Utilities,Madurai,D00661-1,Success,8.35,13.0,No,1,0,0,0,1,2025-12-21 06:38:50,79699.75,1,Madurai,0,0,1,0,2025-12-21 06:38:50,55.34704861111111,1,40,High
T00017226,A000959,C00671,B021,2024-08-15 11:45:41,Debit,19870.0,INR,Mobile Banking,ATM,Coimbatore,D00671-1,Success,3.49,29.36,No,1,0,0,0,1,2024-05-02 20:14:55,150690.76666666666,1,Coimbatore,0,0,1,0,2024-05-02 20:14:55,104.64636574074073,1,40,High
T00001051,A000972,C00682,B021,2024-04-13 14:41:23,Debit,31912.44,INR,Mobile Banking,Healthcare,Madurai,D00682-1,Success,18.09,5.03,No,1,0,0,0,1,2024-01-31 06:52:25,105588.96666666666,1,Madurai,0,0,1,1,2024-01-31 06:52:25,73.32567129629629,1,45,High
T00009838,A000972,C00682,B021,2025-09-07 14:10:51,Debit,28454.34,INR,Card,Healthcare,Madurai,D00682-1,Failed,1.99,27.09,No,1,0,0,1,2,2025-07-11 21:11:58,83098.88333333333,1,Madurai,0,0,1,1,2025-07-11 21:11:58,57.70755787037037,1,45,High
T00020438,A000977,C00685,B001,2026-05-31 10:20:05,Debit,26595.3,USD,UPI,Fuel,Delhi,D00685-1,Success,8.43,20.92,No,1,0,0,0,1,2026-04-30 16:07:59,44292.1,1,Delhi,1,0,0,1,2026-04-30 16:07:59,30.75840277777778,1,45,High
T00015095,A000979,C00686,B007,2024-11-21 09:05:49,Credit,31202.99,INR,UPI,Transfer,Delhi,D00686-1,Success,6.91,9.28,No,1,0,0,0,1,2024-10-18 04:51:37,49214.2,1,Delhi,1,0,0,1,2024-10-18 04:51:37,34.17652777777778,1,45,High
T00006583,A000994,C00697,B005,2024-10-13 16:27:02,Credit,29436.91,INR,Mobile Banking,Transfer,Coimbatore,D00697-1,Success,1.14,4.35,No,1,0,0,0,1,2024-09-09 21:35:08,48651.9,1,Coimbatore,0,0,1,1,2024-09-09 21:35:08,33.78604166666667,1,45,High
T00013103,A001003,C00704,B003,2026-07-02 12:57:28,Debit,22867.87,INR,Branch,Healthcare,Delhi,D00704-1,Success,29.13,25.93,No,1,0,0,0,1,2026-05-08 07:49:16,79508.2,1,Delhi,0,0,1,1,2026-05-08 07:49:16,55.21402777777778,1,45,High
T00026093,A001011,C00710,B012,2025-09-16 21:32:00,Debit,41143.66,INR,Mobile Banking,Transfer,Kochi,D00710-2,Success,20.0,12.0,Yes,1,0,0,0,1,,,1,,1,0,0,0,,,0,70,Critical
T00026094,A001011,C00710,B012,2025-09-16 21:44:00,Debit,44929.36,INR,Mobile Banking,Transfer,Kochi,D00710-3,Success,20.0,12.0,Yes,1,0,0,0,1,2025-09-16 21:32:00,12.0,1,Kochi,1,0,0,0,2025-09-16 21:32:00,0.008333333333333333,0,70,Critical
T00026095,A001011,C00710,B012,2025-09-16 21:56:00,Debit,108473.88,INR,Mobile Banking,Transfer,Kochi,D00710-4,Success,20.0,12.0,Yes,1,0,0,0,1,2025-09-16 21:44:00,12.0,1,Kochi,1,0,0,0,2025-09-16 21:44:00,0.008333333333333333,0,70,Critical
T00026096,A001011,C00710,B012,2025-09-16 22:08:00,Debit,52151.53,INR,Mobile Banking,Transfer,Kochi,D00710-5,Success,20.0,12.0,Yes,1,0,0,0,1,2025-09-16 21:56:00,12.0,1,Kochi,1,0,0,0,2025-09-16 21:56:00,0.008333333333333333,0,70,Critical
T00006356,A001011,C00710,B012,2026-01-22 06:38:42,Debit,78543.96,USD,UPI,ATM,Kochi,D00710-1,Success,26.48,28.56,No,1,0,0,0,1,2025-12-18 22:00:24,49478.3,1,Kochi,1,0,0,0,2025-12-18 22:00:24,34.35993055555556,1,40,High
T00001872,A001033,C00724,B024,2026-01-08 14:28:24,Debit,100705.98,INR,Card,Fuel,Mumbai,D00724-1,Success,5.05,15.69,No,1,0,0,0,1,2025-10-18 18:56:07,117812.28333333334,1,Mumbai,0,0,1,1,2025-10-18 18:56:07,81.81408564814815,1,45,High
T00026029,A001038,C00728,B016,2026-04-16 20:09:00,Debit,77361.28,INR,Net Banking,Transfer,Madurai,D00728-1,Failed,0.0,10.0,No,1,1,0,1,3,2026-04-16 20:06:00,3.0,1,Madurai,0,0,1,0,2026-04-16 20:06:00,0.0020833333333333333,0,45,High
T00026030,A001038,C00728,B016,2026-04-16 20:12:00,Debit,26767.96,INR,Net Banking,Transfer,Madurai,D00728-1,Failed,0.0,10.0,No,1,1,0,1,3,2026-04-16 20:09:00,3.0,1,Madurai,0,0,1,0,2026-04-16 20:09:00,0.0020833333333333333,0,45,High
T00026031,A001038,C00728,B016,2026-04-16 20:15:00,Debit,18642.2,INR,Net Banking,Transfer,Madurai,D00728-1,Failed,0.0,10.0,Yes,0,1,0,1,2,2026-04-16 20:12:00,3.0,0,Madurai,0,0,1,0,2026-04-16 20:12:00,0.0020833333333333333,0,70,Critical
T00026032,A001038,C00728,B016,2026-04-16 20:18:00,Debit,25909.08,INR,Net Banking,Transfer,Madurai,D00728-1,Failed,0.0,10.0,Yes,1,1,0,1,3,2026-04-16 20:15:00,3.0,1,Madurai,0,0,1,0,2026-04-16 20:15:00,0.0020833333333333333,0,70,Critical
T00025927,A001042,C00732,B020,2026-07-02 02:30:54,Debit,21504.29,INR,UPI,ATM,Kochi,D00732-1,Success,30.45,7.83,No,1,0,0,0,1,2026-05-31 01:42:37,46128.28333333333,1,Kochi,0,0,1,1,2026-05-31 01:42:37,32.03353009259259,1,45,High
T00009368,A001047,C00736,B004,2025-11-25 22:05:12,Credit,56719.7,INR,Net Banking,Dining,Kolkata,D00736-1,Success,11.86,17.45,No,1,0,0,0,1,2025-10-19 22:22:34,53262.63333333333,1,Kolkata,0,0,1,1,2025-10-19 22:22:34,36.987939814814816,1,45,High
T00012076,A001084,C00762,B003,2024-09-08 21:57:10,Debit,21775.78,INR,UPI,Grocery,Mumbai,D00762-1,Success,22.19,8.9,No,1,0,0,0,1,2024-06-14 15:48:03,124209.11666666667,1,Mumbai,1,0,0,1,2024-06-14 15:48:03,86.25633101851852,1,45,High
T00014798,A001108,C00775,B012,2024-07-23 10:06:06,Credit,51790.19,INR,Card,Healthcare,Mumbai,D00775-1,Success,9.38,6.63,No,1,0,0,0,1,2024-01-12 02:58:42,278347.4,1,Mumbai,0,0,1,0,2024-01-12 02:58:42,193.29680555555555,1,40,High
T00018716,A001108,C00775,B012,2024-11-16 15:02:08,Debit,25725.69,INR,Mobile Banking,Dining,Mumbai,D00775-1,Success,27.62,15.86,No,1,0,0,0,1,2024-08-26 01:57:04,118865.06666666667,1,Mumbai,0,0,1,0,2024-08-26 01:57:04,82.54518518518519,1,40,High
T00021010,A001108,C00775,B012,2025-04-25 00:16:38,Debit,19884.24,INR,UPI,Utilities,Mumbai,D00775-1,Failed,2.18,13.27,No,1,0,0,1,2,2025-01-23 01:49:12,132387.43333333332,1,Mumbai,0,0,1,0,2025-01-23 01:49:12,91.9357175925926,1,40,High
T00009133,A001116,C00779,B020,2024-07-31 15:52:01,Debit,21268.01,INR,Card,Electronics,Kolkata,D00779-1,Success,32.01,2.25,No,1,0,0,0,1,2024-06-23 07:22:11,55229.833333333336,1,Kolkata,0,0,1,0,2024-06-23 07:22:11,38.354050925925925,1,40,High
T00008144,A001119,C00780,B013,2024-05-24 01:26:42,Debit,65070.69,INR,Mobile Banking,Grocery,Coimbatore,D00780-1,Success,31.85,6.31,No,1,0,0,0,1,2024-03-21 00:25:27,92221.25,1,Coimbatore,0,0,1,1,2024-03-21 00:25:27,64.04253472222223,1,45,High
T00026090,A001119,C00780,B013,2026-08-19 18:44:00,Debit,49038.67,INR,Net Banking,Transfer,Coimbatore,D00780-1,Failed,0.0,10.0,No,1,1,0,1,3,2026-08-19 18:41:00,3.0,1,Coimbatore,0,0,1,1,2026-08-19 18:41:00,0.0020833333333333333,0,50,High
T00026091,A001119,C00780,B013,2026-08-19 18:47:00,Debit,55099.07,INR,Net Banking,Transfer,Coimbatore,D00780-1,Failed,0.0,10.0,Yes,1,1,0,1,3,2026-08-19 18:44:00,3.0,1,Coimbatore,0,0,1,1,2026-08-19 18:44:00,0.0020833333333333333,0,70,Critical
T00026092,A001119,C00780,B013,2026-08-19 18:50:00,Debit,67374.62,INR,Net Banking,Transfer,Coimbatore,D00780-1,Failed,0.0,10.0,Yes,1,1,0,1,3,2026-08-19 18:47:00,3.0,1,Coimbatore,0,0,1,1,2026-08-19 18:47:00,0.0020833333333333333,0,70,Critical
T00026148,A001138,C00793,B005,2026-05-22 20:37:00,Debit,50217.77,INR,Card,Electronics,Mumbai,D00793-1,Success,25.0,15.0,Yes,1,0,0,0,1,2026-05-08 06:48:31,20988.483333333334,1,Mumbai,0,0,0,1,2026-05-08 06:48:31,14.575335648148148,0,70,Critical
T00026149,A001138,C00793,B005,2026-05-22 20:39:00,Debit,20211.92,INR,Card,Electronics,Mumbai,D00793-1,Success,25.0,15.0,Yes,1,1,0,0,2,2026-05-22 20:37:00,2.0,1,Mumbai,0,0,0,1,2026-05-22 20:37:00,0.001388888888888889,0,70,Critical
T00026150,A001138,C00793,B005,2026-05-22 20:41:00,Debit,40244.24,INR,Card,Electronics,Mumbai,D00793-1,Success,25.0,15.0,Yes,1,1,0,0,2,2026-05-22 20:39:00,2.0,1,Mumbai,0,0,0,1,2026-05-22 20:39:00,0.001388888888888889,0,70,Critical
T00026151,A001138,C00793,B005,2026-05-22 20:43:00,Debit,26966.52,INR,Card,Electronics,Mumbai,D00793-1,Success,25.0,15.0,Yes,1,1,0,0,2,2026-05-22 20:41:00,2.0,1,Mumbai,0,0,0,1,2026-05-22 20:41:00,0.001388888888888889,0,70,Critical
T00026152,A001138,C00793,B005,2026-05-22 20:45:00,Debit,31456.32,INR,Card,Electronics,Mumbai,D00793-1,Success,25.0,15.0,Yes,1,1,0,0,2,2026-05-22 20:43:00,2.0,1,Mumbai,0,0,0,1,2026-05-22 20:43:00,0.001388888888888889,0,70,Critical
T00026153,A001138,C00793,B005,2026-05-22 20:47:00,Debit,31585.52,INR,Card,Electronics,Mumbai,D00793-1,Success,25.0,15.0,Yes,1,1,0,0,2,2026-05-22 20:45:00,2.0,1,Mumbai,0,0,0,1,2026-05-22 20:45:00,0.001388888888888889,0,70,Critical
T00016567,A001141,C00795,B009,2026-07-26 00:48:35,Debit,23684.42,INR,Net Banking,Grocery,Hyderabad,D00795-1,Success,13.11,28.49,No,1,0,0,0,1,2026-06-20 17:44:09,50824.433333333334,1,Hyderabad,0,0,1,0,2026-06-20 17:44:09,35.29474537037037,1,40,High
T00026025,A001150,C00802,B013,2025-08-01 05:41:00,Debit,75462.21,INR,Card,Travel,Delhi,D00802-1,Success,30.0,18.0,Yes,1,0,0,0,1,,,1,,0,0,0,1,,,0,70,Critical
T00026026,A001150,C00802,B013,2025-08-01 07:41:00,Debit,45624.91,INR,Card,Travel,Kolkata,D00802-1,Success,30.0,18.0,Yes,1,0,1,0,2,2025-08-01 05:41:00,120.0,1,Delhi,0,0,0,1,2025-08-01 05:41:00,0.08333333333333333,0,70,Critical
T00026027,A001150,C00802,B013,2025-08-01 09:41:00,Debit,106393.64,INR,Card,Travel,Madurai,D00802-1,Success,30.0,18.0,Yes,1,0,1,0,2,2025-08-01 07:41:00,120.0,1,Kolkata,0,0,0,1,2025-08-01 07:41:00,0.08333333333333333,0,70,Critical
T00021615,A001174,C00819,B006,2024-08-23 13:30:50,Debit,26550.04,INR,UPI,ATM,Madurai,D00819-1,Success,31.7,19.37,No,1,0,0,0,1,2024-07-12 17:24:55,60245.916666666664,1,Madurai,0,0,1,1,2024-07-12 17:24:55,41.83744212962963,1,45,High
T00026011,A001174,C00819,B006,2025-08-28 19:06:00,Debit,37467.76,INR,Card,Electronics,Madurai,D00819-1,Success,25.0,15.0,Yes,1,0,0,0,1,2025-08-13 18:25:26,21640.566666666666,1,Madurai,0,0,1,1,2025-08-13 18:25:26,15.028171296296296,0,70,Critical
T00026012,A001174,C00819,B006,2025-08-28 19:08:00,Debit,51973.06,INR,Card,Electronics,Madurai,D00819-1,Success,25.0,15.0,Yes,1,1,0,0,2,2025-08-28 19:06:00,2.0,1,Madurai,0,0,1,1,2025-08-28 19:06:00,0.001388888888888889,0,70,Critical
T00026013,A001174,C00819,B006,2025-08-28 19:10:00,Debit,32090.16,INR,Card,Electronics,Madurai,D00819-1,Success,25.0,15.0,Yes,1,1,0,0,2,2025-08-28 19:08:00,2.0,1,Madurai,0,0,1,1,2025-08-28 19:08:00,0.001388888888888889,0,70,Critical
T00026014,A001174,C00819,B006,2025-08-28 19:12:00,Debit,55599.71,INR,Card,Electronics,Madurai,D00819-1,Success,25.0,15.0,Yes,1,1,0,0,2,2025-08-28 19:10:00,2.0,1,Madurai,0,0,1,1,2025-08-28 19:10:00,0.001388888888888889,0,70,Critical
T00026015,A001174,C00819,B006,2025-08-28 19:14:00,Debit,20329.0,INR,Card,Electronics,Madurai,D00819-1,Success,25.0,15.0,Yes,1,1,0,0,2,2025-08-28 19:12:00,2.0,1,Madurai,0,0,1,1,2025-08-28 19:12:00,0.001388888888888889,0,70,Critical
T00026016,A001174,C00819,B006,2025-08-28 19:16:00,Debit,19217.38,INR,Card,Electronics,Madurai,D00819-1,Success,25.0,15.0,Yes,0,1,0,0,1,2025-08-28 19:14:00,2.0,0,Madurai,0,0,1,1,2025-08-28 19:14:00,0.001388888888888889,0,70,Critical
T00019583,A001175,C00819,B006,2026-04-01 05:03:19,Debit,20391.01,INR,Net Banking,Travel,Madurai,D00819-1,Success,10.89,4.77,No,1,0,0,0,1,2026-01-23 02:14:39,98088.66666666667,1,Madurai,0,0,1,1,2026-01-23 02:14:39,68.11712962962963,1,45,High
T00026168,A001226,C00854,B012,2026-04-08 06:25:00,Debit,95567.37,INR,Card,Travel,Mumbai,D00854-1,Success,30.0,18.0,Yes,1,0,0,0,1,2026-01-13 09:31:20,122213.66666666667,1,Hyderabad,0,0,0,1,2026-01-13 09:31:20,84.87060185185184,1,70,Critical
T00026169,A001226,C00854,B012,2026-04-08 08:25:00,Debit,137628.98,INR,Card,Travel,Kochi,D00854-1,Success,30.0,18.0,Yes,1,0,1,0,2,2026-04-08 06:25:00,120.0,1,Mumbai,0,0,0,1,2026-04-08 06:25:00,0.08333333333333333,0,70,Critical
T00026170,A001226,C00854,B012,2026-04-08 10:25:00,Debit,87751.22,INR,Card,Travel,Coimbatore,D00854-1,Success,30.0,18.0,Yes,1,0,1,0,2,2026-04-08 08:25:00,120.0,1,Kochi,0,0,0,1,2026-04-08 08:25:00,0.08333333333333333,0,70,Critical
T00002520,A001260,C00877,B011,2025-12-05 08:50:08,Credit,24600.06,INR,UPI,Utilities,Coimbatore,D00877-1,Success,4.2,15.57,No,1,0,0,0,1,2025-10-23 17:48:53,61381.25,1,Coimbatore,0,0,1,1,2025-10-23 17:48:53,42.62586805555556,1,45,High
T00007659,A001260,C00877,B011,2026-06-21 11:34:37,Debit,33203.6,INR,Mobile Banking,Electronics,Coimbatore,D00877-1,Success,29.97,8.65,No,1,0,0,0,1,2026-04-11 03:41:27,102713.16666666667,1,Coimbatore,0,0,1,1,2026-04-11 03:41:27,71.32858796296296,1,45,High
T00022683,A001264,C00879,B025,2024-11-27 12:57:43,Credit,26851.92,INR,Mobile Banking,Electronics,Hyderabad,D00879-1,Success,17.99,17.43,No,1,0,0,0,1,2024-11-17 21:23:15,13894.466666666667,1,Hyderabad,1,0,1,1,2024-11-17 21:23:15,9.648935185185184,0,45,High
T00006594,A001264,C00879,B025,2025-09-08 03:37:53,Credit,26221.63,INR,Net Banking,Fuel,Hyderabad,D00879-1,Success,21.81,21.29,No,1,0,0,0,1,2025-08-22 22:33:10,23344.716666666667,1,Hyderabad,1,0,1,1,2025-08-22 22:33:10,16.211608796296296,0,45,High
T00025869,A001263,C00879,B025,2025-09-27 09:36:06,Debit,19926.42,INR,UPI,Transfer,Hyderabad,D00879-1,Success,9.31,26.06,No,1,0,0,0,1,2025-09-14 15:21:06,18375.0,1,Hyderabad,1,0,1,1,2025-09-14 15:21:06,12.760416666666666,0,45,High
T00006174,A001264,C00879,B025,2026-02-11 22:13:33,Debit,30001.61,INR,Net Banking,Electronics,Hyderabad,D00879-1,Success,32.31,24.25,No,1,0,0,0,1,2025-12-21 02:12:56,76080.61666666667,1,Hyderabad,1,0,1,1,2025-12-21 02:12:56,52.833761574074074,1,55,High
T00011056,A001263,C00879,B025,2026-02-16 07:12:44,Debit,45170.64,INR,Card,Grocery,Hyderabad,D00879-1,Success,18.51,29.35,No,1,0,0,0,1,2026-02-11 22:13:33,6299.183333333333,1,Hyderabad,1,0,1,1,2026-02-11 22:13:33,4.37443287037037,0,45,High
T00010215,A001263,C00879,B025,2026-05-25 04:50:50,Debit,22447.17,INR,Branch,Travel,Hyderabad,D00879-1,Success,28.14,2.32,No,1,0,0,0,1,2026-05-19 19:15:37,7775.216666666666,1,Hyderabad,1,0,1,1,2026-05-19 19:15:37,5.399456018518518,0,45,High
T00012078,A001264,C00879,B025,2026-07-27 03:47:27,Debit,28695.9,INR,UPI,Fuel,Hyderabad,D00879-1,Success,3.05,16.56,No,1,0,0,0,1,2026-07-16 19:48:41,14878.766666666666,1,Hyderabad,1,0,1,1,2026-07-16 19:48:41,10.332476851851851,0,45,High
T00009485,A001271,C00884,B019,2024-09-24 05:50:16,Debit,20117.91,INR,ATM,Healthcare,Chennai,D00884-1,Success,10.29,7.89,No,1,0,0,0,1,2024-08-14 21:46:48,58083.46666666667,1,Chennai,1,0,0,0,2024-08-14 21:46:48,40.33574074074074,1,40,High
T00026059,A001271,C00884,B019,2025-06-03 06:19:00,Debit,64537.49,INR,Mobile Banking,Transfer,Chennai,D00884-2,Success,20.0,12.0,Yes,1,0,0,0,1,2025-05-04 12:50:51,42808.15,1,Chennai,1,0,0,0,2025-05-04 12:50:51,29.727881944444444,0,70,Critical
T00026060,A001271,C00884,B019,2025-06-03 06:31:00,Debit,71159.66,INR,Mobile Banking,Transfer,Chennai,D00884-3,Success,20.0,12.0,Yes,1,0,0,0,1,2025-06-03 06:19:00,12.0,1,Chennai,1,0,0,0,2025-06-03 06:19:00,0.008333333333333333,0,70,Critical
T00026061,A001271,C00884,B019,2025-06-03 06:43:00,Debit,49041.81,INR,Mobile Banking,Transfer,Chennai,D00884-4,Success,20.0,12.0,Yes,1,0,0,0,1,2025-06-03 06:31:00,12.0,1,Chennai,1,0,0,0,2025-06-03 06:31:00,0.008333333333333333,0,70,Critical
T00026062,A001271,C00884,B019,2025-06-03 06:55:00,Debit,26892.16,INR,Mobile Banking,Transfer,Chennai,D00884-5,Success,20.0,12.0,Yes,1,0,0,0,1,2025-06-03 06:43:00,12.0,1,Chennai,1,0,0,0,2025-06-03 06:43:00,0.008333333333333333,0,70,Critical
T00021702,A001278,C00888,B024,2025-08-02 16:30:26,Credit,27932.77,INR,Net Banking,Healthcare,Bengaluru,D00888-1,Success,32.4,2.74,No,1,0,0,0,1,2025-04-13 17:33:18,159777.13333333333,1,Bengaluru,0,0,1,1,2025-04-13 17:33:18,110.95634259259259,1,45,High
T00003813,A001299,C00904,B003,2025-08-02 01:20:42,Debit,32409.22,INR,UPI,Utilities,Bengaluru,D00904-1,Success,33.32,24.63,No,1,0,0,0,1,2025-03-04 23:02:12,216138.5,1,Bengaluru,0,0,1,1,2025-03-04 23:02:12,150.09618055555555,1,45,High
T00026017,A001302,C00906,B006,2025-07-24 17:31:00,Debit,70027.33,INR,Mobile Banking,Transfer,Pune,D00906-2,Success,20.0,12.0,Yes,1,0,0,0,1,2025-07-20 16:07:02,5843.966666666666,1,Pune,1,0,1,0,2025-07-20 16:07:02,4.058310185185185,0,70,Critical
T00026018,A001302,C00906,B006,2025-07-24 17:43:00,Debit,67065.74,INR,Mobile Banking,Transfer,Pune,D00906-3,Success,20.0,12.0,Yes,1,0,0,0,1,2025-07-24 17:31:00,12.0,1,Pune,1,0,1,0,2025-07-24 17:31:00,0.008333333333333333,0,70,Critical
T00026019,A001302,C00906,B006,2025-07-24 17:55:00,Debit,91029.56,INR,Mobile Banking,Transfer,Pune,D00906-4,Success,20.0,12.0,Yes,1,0,0,0,1,2025-07-24 17:43:00,12.0,1,Pune,1,0,1,0,2025-07-24 17:43:00,0.008333333333333333,0,70,Critical
T00026020,A001302,C00906,B006,2025-07-24 18:07:00,Debit,67455.11,INR,Mobile Banking,Transfer,Pune,D00906-5,Success,20.0,12.0,Yes,1,0,0,0,1,2025-07-24 17:55:00,12.0,1,Pune,1,0,1,0,2025-07-24 17:55:00,0.008333333333333333,0,70,Critical
T00007724,A001321,C00917,B011,2025-09-15 06:41:02,Credit,25690.72,INR,Net Banking,Transfer,Bengaluru,D00917-1,Success,7.3,2.58,No,1,0,0,0,1,2025-07-30 00:20:55,68060.11666666667,1,Bengaluru,1,0,0,1,2025-07-30 00:20:55,47.26396990740741,1,45,High
T00005354,A001330,C00924,B013,2026-04-23 08:38:30,Credit,27631.41,USD,Mobile Banking,Healthcare,Pune,D00924-1,Success,13.35,25.36,No,1,0,0,0,1,2025-11-20 22:30:41,220927.81666666668,1,Pune,0,0,1,1,2025-11-20 22:30:41,153.4220949074074,1,45,High
T00004797,A001346,C00937,B002,2024-03-20 03:31:54,Debit,20192.55,INR,Card,Transfer,Chennai,D00937-1,Failed,0.46,17.63,No,1,0,0,1,2,2024-01-12 15:18:34,97213.33333333333,1,Chennai,0,0,1,0,2024-01-12 15:18:34,67.50925925925925,1,40,High
T00000209,A001353,C00942,B021,2026-04-27 09:30:21,Credit,21810.71,INR,UPI,Utilities,Kochi,D00942-1,Success,6.7,20.11,No,1,0,0,0,1,2026-03-24 14:54:41,48635.666666666664,1,Kochi,0,0,1,1,2026-03-24 14:54:41,33.77476851851852,1,45,High
T00001682,A001357,C00944,B011,2025-04-17 05:30:32,Debit,35534.4,INR,Branch,E-Commerce,Hyderabad,D00944-1,Failed,9.17,23.97,No,1,0,0,1,2,2025-02-27 06:54:51,70475.68333333333,1,Hyderabad,0,0,1,1,2025-02-27 06:54:51,48.94144675925926,1,45,High
T00026049,A001364,C00950,B020,2025-12-13 01:08:00,Debit,38268.22,INR,Card,Electronics,Hyderabad,D00950-1,Success,25.0,15.0,Yes,1,0,0,0,1,2025-12-08 05:07:01,6960.983333333334,1,Hyderabad,0,1,0,0,2025-12-08 05:07:01,4.834016203703704,0,70,Critical
T00026050,A001364,C00950,B020,2025-12-13 01:10:00,Debit,44762.15,INR,Card,Electronics,Hyderabad,D00950-1,Success,25.0,15.0,Yes,1,1,0,0,2,2025-12-13 01:08:00,2.0,1,Hyderabad,0,1,0,0,2025-12-13 01:08:00,0.001388888888888889,0,70,Critical
T00026051,A001364,C00950,B020,2025-12-13 01:12:00,Debit,49295.77,INR,Card,Electronics,Hyderabad,D00950-1,Success,25.0,15.0,Yes,1,1,0,0,2,2025-12-13 01:10:00,2.0,1,Hyderabad,0,1,0,0,2025-12-13 01:10:00,0.001388888888888889,0,70,Critical
T00026052,A001364,C00950,B020,2025-12-13 01:14:00,Debit,53372.7,INR,Card,Electronics,Hyderabad,D00950-1,Success,25.0,15.0,Yes,1,1,0,0,2,2025-12-13 01:12:00,2.0,1,Hyderabad,0,1,0,0,2025-12-13 01:12:00,0.001388888888888889,0,70,Critical
T00026053,A001364,C00950,B020,2025-12-13 01:16:00,Debit,61242.24,INR,Card,Electronics,Hyderabad,D00950-1,Success,25.0,15.0,Yes,1,1,0,0,2,2025-12-13 01:14:00,2.0,1,Hyderabad,0,1,0,0,2025-12-13 01:14:00,0.001388888888888889,0,70,Critical
T00026054,A001364,C00950,B020,2025-12-13 01:18:00,Debit,26646.57,INR,Card,Electronics,Hyderabad,D00950-1,Success,25.0,15.0,Yes,1,1,0,0,2,2025-12-13 01:16:00,2.0,1,Hyderabad,0,1,0,0,2025-12-13 01:16:00,0.001388888888888889,0,70,Critical
T00026164,A001382,C00961,B023,2025-12-18 00:00:00,Debit,65072.91,INR,Mobile Banking,Transfer,Pune,D00961-2,Success,20.0,12.0,Yes,1,0,0,0,1,2025-10-21 01:32:07,83427.88333333333,1,Pune,1,0,0,0,2025-10-21 01:32:07,57.936030092592596,1,70,Critical
T00026165,A001382,C00961,B023,2025-12-18 00:12:00,Debit,68162.44,INR,Mobile Banking,Transfer,Pune,D00961-3,Success,20.0,12.0,Yes,1,0,0,0,1,2025-12-18 00:00:00,12.0,1,Pune,1,0,0,0,2025-12-18 00:00:00,0.008333333333333333,0,70,Critical
T00026166,A001382,C00961,B023,2025-12-18 00:24:00,Debit,88892.04,INR,Mobile Banking,Transfer,Pune,D00961-4,Success,20.0,12.0,Yes,1,0,0,0,1,2025-12-18 00:12:00,12.0,1,Pune,1,0,0,0,2025-12-18 00:12:00,0.008333333333333333,0,70,Critical
T00026167,A001382,C00961,B023,2025-12-18 00:36:00,Debit,84369.28,INR,Mobile Banking,Transfer,Pune,D00961-5,Success,20.0,12.0,Yes,1,0,0,0,1,2025-12-18 00:24:00,12.0,1,Pune,1,0,0,0,2025-12-18 00:24:00,0.008333333333333333,0,70,Critical
T00024267,A001384,C00962,B015,2025-04-15 02:40:24,Debit,24055.26,INR,ATM,Fuel,Pune,D00962-1,Success,18.93,13.1,No,1,0,0,0,1,2025-01-04 23:25:47,144194.61666666667,1,Pune,0,1,1,0,2025-01-04 23:25:47,100.13515046296297,1,50,High
T00026044,A001384,C00962,B015,2026-08-23 13:36:00,Debit,50680.12,INR,Net Banking,Transfer,Pune,D00962-1,Failed,0.0,10.0,No,1,0,0,1,2,2026-08-20 10:50:20,4485.666666666667,1,Pune,0,1,1,0,2026-08-20 10:50:20,3.1150462962962964,0,40,High
T00026045,A001384,C00962,B015,2026-08-23 13:39:00,Debit,29613.28,INR,Net Banking,Transfer,Pune,D00962-1,Failed,0.0,10.0,No,1,1,0,1,3,2026-08-23 13:36:00,3.0,1,Pune,0,1,1,0,2026-08-23 13:36:00,0.0020833333333333333,0,55,High
T00026046,A001384,C00962,B015,2026-08-23 13:42:00,Debit,37838.49,INR,Net Banking,Transfer,Pune,D00962-1,Failed,0.0,10.0,No,1,1,0,1,3,2026-08-23 13:39:00,3.0,1,Pune,0,1,1,0,2026-08-23 13:39:00,0.0020833333333333333,0,55,High
T00026047,A001384,C00962,B015,2026-08-23 13:45:00,Debit,38240.3,INR,Net Banking,Transfer,Pune,D00962-1,Failed,0.0,10.0,Yes,1,1,0,1,3,2026-08-23 13:42:00,3.0,1,Pune,0,1,1,0,2026-08-23 13:42:00,0.0020833333333333333,0,70,Critical
T00026048,A001384,C00962,B015,2026-08-23 13:48:00,Debit,11939.96,INR,Net Banking,Transfer,Pune,D00962-1,Failed,0.0,10.0,Yes,0,1,0,1,2,2026-08-23 13:45:00,3.0,0,Pune,0,1,1,0,2026-08-23 13:45:00,0.0020833333333333333,0,70,Critical
T00005384,A001397,C00972,B012,2024-10-23 13:28:05,Credit,34862.33,INR,UPI,Electronics,Mumbai,D00972-1,Success,11.46,13.56,No,1,0,0,0,1,2024-09-17 12:48:51,51879.23333333333,1,Mumbai,0,0,1,1,2024-09-17 12:48:51,36.02724537037037,1,45,High
